"","Host","Accession","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","fna"
"2570","Staphylococcus","AF424782","Staphylococcus phage phi 12","Staphylococcus phage phi 12 Triavirus tv12 Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44970,FALSE,"33.347","DNA","06-JAN-2022",63,"88.8888888888889","11.1111111111111","93.1287525016678",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus strain 8325","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"2571","Staphylococcus","PP554657","Staphylococcus phage mosaic phi11","Staphylococcus phage mosaic phi11 Dubowvirus Azeredovirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42020,FALSE,"34.262","DNA","08-APR-2024",64,"6.25","93.75","94.6263683960019",NA,0,"Dubowvirus","Dubowvirus","Azeredovirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus USA300-BKV","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"2572","Staphylococcus","AY954949","Staphylococcus phage 66","Staphylococcus phage 66 Rosenblumvirus rv66 Rosenblumvirus Rakietenvirinae Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",18199,FALSE,"29.287","DNA","15-APR-2005",21,"57.1428571428571","42.8571428571429","92.6424528820265",NA,0,"Rosenblumvirus","Rosenblumvirus","Rakietenvirinae","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"2573","Staphylococcus","MZ417335","Staphylococcus phage PG-2021_43","Staphylococcus phage PG-2021_43 Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",145090,FALSE,"31.338","DNA","24-SEP-2021",201,"71.1442786069652","28.8557213930348","90.6761320559653",NA,3,"Twortvirinae","Unclassified","Twortvirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Mammaliicoccus sciuri C6854","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"2574","Staphylococcus","MK764384","Staphylococcus phage SA46-CTH2","Staphylococcus phage SA46-CTH2 Rosenblumvirus Rakietenvirinae Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",17505,FALSE,"28.866","DNA","07-JAN-2020",19,"42.1052631578947","57.8947368421053","92.9734361610968",NA,0,"Rosenblumvirus","Rosenblumvirus","Rakietenvirinae","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"2575","Streptococcus","KX077896","Streptococcus phage phiJH1301-2","Streptococcus phage phiJH1301-2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",67195,FALSE,"38.634","DNA","31-MAY-2017",76,"13.1578947368421","86.8421052631579","89.2432472654215",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis JH1301","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2576","Streptococcus","KY705263","Streptococcus phage P7133","Streptococcus phage P7133 Moineauvirus P7133 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33284,FALSE,"38.841","DNA","13-SEP-2017",38,"100","0","91.4853983896166",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST64713","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2577","Streptococcus","AJ609634","Streptococcus phage EJ-1","Streptococcus phage EJ-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42935,FALSE,"39.641","DNA","14-NOV-2006",75,"89.3333333333333","10.6666666666667","93.7347152672645",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae 101","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2578","Streptococcus","MK448920","Streptococcus phage Javan372","Streptococcus phage Javan372 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32918,FALSE,"38.681","DNA","10-APR-2019",56,"89.2857142857143","10.7142857142857","94.3708609271523",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parasanguinis 392_SPAR","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2579","Streptococcus","MK448734","Streptococcus phage Javan347","Streptococcus phage Javan347 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",30906,FALSE,"38.912","DNA","10-APR-2019",48,"91.6666666666667","8.33333333333333","94.7874199184624",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus oralis 7746_PRJEB1503","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2580","Streptococcus","MH375597","Streptococcus phage 123","Streptococcus phage 123 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36129,FALSE,"38.670","DNA","25-OCT-2021",47,"100","0","91.7213318940463",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2581","Streptococcus","KY705265","Streptococcus phage P7151","Streptococcus phage P7151 Moineauvirus P7151 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35025,FALSE,"38.789","DNA","13-SEP-2017",41,"97.5609756097561","2.4390243902439","90.389721627409",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST64715","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2582","Streptococcus","MK448966","Streptococcus phage Javan508","Streptococcus phage Javan508 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40757,FALSE,"38.295","DNA","10-APR-2019",56,"87.5","12.5","89.2337512574527",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes MGAS315","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2583","Streptococcus","MK448926","Streptococcus phage Javan392","Streptococcus phage Javan392 Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39795,FALSE,"36.097","DNA","10-APR-2019",57,"87.719298245614","12.280701754386","95.0873225279558",NA,1,"Aliceevansviridae","Unclassified","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis KRS-02083","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2584","Streptococcus","MH375595","Streptococcus phage 107","Streptococcus phage 107 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36938,FALSE,"38.678","DNA","25-OCT-2021",46,"100","0","90.6221235583951",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2585","Streptococcus","MK911750","Streptococcus phage P738","Streptococcus phage P738 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",34037,FALSE,"37.113","DNA","22-APR-2020",48,"100","0","92.9253459470576",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus S4","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2586","Streptococcus","MK448732","Streptococcus phage Javan331","Streptococcus phage Javan331 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35176,FALSE,"39.982","DNA","10-APR-2019",58,"91.3793103448276","8.62068965517241","94.3939049351831",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis SK137","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2587","Streptococcus","MK448733","Streptococcus phage Javan345","Streptococcus phage Javan345 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37444,FALSE,"41.665","DNA","10-APR-2019",52,"94.2307692307692","5.76923076923077","92.6022860805469",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus oralis 65","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2588","Streptococcus","MK448855","Streptococcus phage Javan150","Streptococcus phage Javan150 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33705,FALSE,"39.703","DNA","10-APR-2019",52,"90.3846153846154","9.61538461538462","94.7040498442368",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR109308","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2589","Streptococcus","KY705262","Streptococcus phage P7132","Streptococcus phage P7132 Moineauvirus P7132 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35843,FALSE,"39.040","DNA","13-SEP-2017",38,"100","0","90.4695477499093",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST64713","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2590","Streptococcus","MH937465","Streptococcus phage CHPC873","Streptococcus phage CHPC873 Moineauvirus CHPC873 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38258,FALSE,"38.084","DNA","05-DEC-2018",47,"97.8723404255319","2.12765957446809","91.5181138585394",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2591","Streptococcus","MK448688","Streptococcus phage Javan161","Streptococcus phage Javan161 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42720,FALSE,"38.811","DNA","10-APR-2019",59,"88.135593220339","11.864406779661","90.5898876404494",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae UT_4231_KK","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2592","Streptococcus","MN270275","Streptococcus phage phi-SsuSSJ27_rum","Streptococcus phage phi-SsuSSJ27_rum Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",47240,FALSE,"40.538","DNA","01-SEP-2020",50,"84","16","93.4928027095682",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","pig","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2593","Streptococcus","MK448730","Streptococcus phage Javan311","Streptococcus phage Javan311 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40399,FALSE,"45.142","DNA","10-APR-2019",50,"92","8","94.383524344662",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis B9","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2594","Streptococcus","MK448928","Streptococcus phage Javan40","Streptococcus phage Javan40 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",34653,FALSE,"43.396","DNA","10-APR-2019",40,"82.5","17.5","94.615184832482",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus agalactiae ERR129800","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2595","Streptococcus","MK448963","Streptococcus phage Javan498","Streptococcus phage Javan498 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",31625,FALSE,"38.489","DNA","10-APR-2019",49,"93.8775510204082","6.12244897959184","93.7707509881423",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes MGAS10394","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2596","Streptococcus","KY065473","Streptococcus phage IPP32","Streptococcus phage IPP32 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41421,FALSE,"40.265","DNA","21-FEB-2017",64,"87.5","12.5","95.9440863330195",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae SA39","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2597","Streptococcus","MH375596","Streptococcus phage 115","Streptococcus phage 115 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42017,FALSE,"38.796","DNA","25-OCT-2021",56,"100","0","90.784682390461",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2598","Streptococcus","KX879641","Streptococcus phage CHPC577","Streptococcus phage CHPC577 Piorkowskivirus CHPC577 Piorkowskivirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35129,FALSE,"36.827","DNA","03-JAN-2017",48,"97.9166666666667","2.08333333333333","89.2595860969569",NA,0,"Piorkowskivirus","Piorkowskivirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2599","Streptococcus","MK448694","Streptococcus phage Javan179","Streptococcus phage Javan179 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41483,FALSE,"39.312","DNA","10-APR-2019",59,"88.135593220339","11.864406779661","91.3820119084926",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus equi 4047","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2600","Streptococcus","MH892356","Streptococcus phage SW21","Streptococcus phage SW21 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35351,FALSE,"38.777","DNA","06-DEC-2018",40,"100","0","90.5575514129728",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2601","Streptococcus","KU678392","Streptococcus phage 9874","Streptococcus phage 9874 Piorkowskivirus pv9874 Piorkowskivirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32649,FALSE,"36.617","DNA","20-JAN-2023",47,"100","0","88.3396122392723",NA,0,"Piorkowskivirus","Piorkowskivirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST64987","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2602","Streptococcus","MK448974","Streptococcus phage Javan524","Streptococcus phage Javan524 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40618,FALSE,"39.785","DNA","10-APR-2019",55,"89.0909090909091","10.9090909090909","95.1671672657442",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes MGAS9429","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2603","Streptococcus","MH892357","Streptococcus phage SW8","Streptococcus phage SW8 Moineauvirus SW8 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33930,FALSE,"39.107","DNA","06-DEC-2018",40,"100","0","90.3448275862069",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2604","Streptococcus","KY705268","Streptococcus phage P7571","Streptococcus phage P7571 Brussowvirus P7571 Brussowvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",34907,FALSE,"39.388","DNA","13-SEP-2017",45,"100","0","91.150772051451",NA,0,"Brussowvirus","Brussowvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST68757","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2605","Streptococcus","MK448692","Streptococcus phage Javan173","Streptococcus phage Javan173 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44662,FALSE,"44.176","DNA","10-APR-2019",62,"88.7096774193548","11.2903225806452","93.5202185302942",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus entericus DSM_14446","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2606","Streptococcus","FJ965538","Streptococcus phage 5093","Streptococcus phage 5093 Vansinderenvirus 5093 Vansinderenvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37184,FALSE,"38.030","DNA","21-FEB-2012",54,"94.4444444444444","5.55555555555556","92.1767426850258",NA,0,"Vansinderenvirus","Vansinderenvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus CSK939","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2607","Streptococcus","OL774871","Streptococcus phage MissB1","Streptococcus phage MissB1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36522,FALSE,"41.701","DNA","23-JAN-2022",70,"11.4285714285714","88.5714285714286","94.8661080992279",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2608","Streptococcus","OL774875","Streptococcus phage MissE2","Streptococcus phage MissE2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36665,FALSE,"39.864","DNA","23-JAN-2022",63,"1.58730158730159","98.4126984126984","95.927996727124",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2609","Streptococcus","MH892359","Streptococcus phage SW10","Streptococcus phage SW10 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",34336,FALSE,"38.758","DNA","06-DEC-2018",39,"97.4358974358974","2.56410256410256","93.6014678471575",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2610","Streptococcus","MK448964","Streptococcus phage Javan502","Streptococcus phage Javan502 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35302,FALSE,"38.094","DNA","10-APR-2019",55,"94.5454545454545","5.45454545454545","92.5953203784488",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes MGAS10750","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2611","Streptococcus","MH937489","Streptococcus phage CHPC1034","Streptococcus phage CHPC1034 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33826,FALSE,"39.147","DNA","05-DEC-2018",36,"100","0","89.3572991190209",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2612","Streptococcus","MK448717","Streptococcus phage Javan25","Streptococcus phage Javan25 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35085,FALSE,"44.173","DNA","10-APR-2019",39,"84.6153846153846","15.3846153846154","94.1684480547242",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus agalactiae CH-1","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2613","Streptococcus","MK448679","Streptococcus phage Javan137","Streptococcus phage Javan137 Trabyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37335,FALSE,"37.557","DNA","10-APR-2019",56,"89.2857142857143","10.7142857142857","92.1574929690639",NA,0,"Trabyvirinae","Unclassified","Trabyvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR085045","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2614","Streptococcus","MK448677","Streptococcus phage Javan133","Streptococcus phage Javan133 Trabyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38145,FALSE,"37.373","DNA","10-APR-2019",60,"90","10","91.3173417223751",NA,0,"Trabyvirinae","Unclassified","Trabyvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR085022","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2615","Streptococcus","MK448937","Streptococcus phage Javan436","Streptococcus phage Javan436 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",13056,FALSE,"38.725","DNA","10-APR-2019",30,"80","20","86.7876838235294",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pseudopneumoniae IS7493","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2616","Streptococcus","MK448929","Streptococcus phage Javan400","Streptococcus phage Javan400 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36561,FALSE,"34.944","DNA","10-APR-2019",58,"93.1034482758621","6.89655172413793","94.9126117994584",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis NCFD_2020","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2617","Streptococcus","OL774869","Streptococcus phage OlisA2","Streptococcus phage OlisA2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",30592,FALSE,"39.612","DNA","23-JAN-2022",47,"87.2340425531915","12.7659574468085","94.5933577405858",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus oralis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2618","Streptococcus","MK448930","Streptococcus phage Javan406","Streptococcus phage Javan406 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37950,FALSE,"36.377","DNA","10-APR-2019",54,"87.037037037037","12.962962962963","93.6837944664032",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis SP-llh","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
