SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
yunF,BSU32390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywnC,BSU36610,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywnB,BSU36620,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywnA,BSU36630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywmD,BSU36730,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywmC,BSU36740,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxjN,BSU38890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydbI,BSU04480,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydcG,BSU04760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydcI,BSU04780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydcK,BSU04790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddQ,BSU05070,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeD,BSU05160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yebA,BSU06350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeA,BSU06760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeI,BSU06840,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yflK,BSU07650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfhB,BSU08470,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yisQ,BSU10820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitP,BSU11070,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylbG,BSU15000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylbK,BSU15040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylqC,BSU16000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yneP,BSU18040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yneT,BSU18080,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobV,BSU19100,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozB,BSU19140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yojE,BSU19480,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypgR,BSU21880,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypgQ,BSU21890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypjC,BSU22510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqxK,BSU23600,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqfO,BSU25170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeY,BSU25400,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeM,BSU25610,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeK,BSU25630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkI,BSU26500,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yraM,BSU26880,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytzA,BSU29170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yunD,BSU32370,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvsG,BSU33350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybcH,BSU01870,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybdG,BSU01990,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydbC,BSU04420,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydbL,BSU04510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydcF,BSU04750,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydcO,BSU04840,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddA,BSU04900,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddC,BSU04920,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddD,BSU04930,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddF,BSU04950,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddG,BSU04960,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddI,BSU04980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddJ,BSU04990,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddK,BSU05000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddM,BSU05030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddR,BSU05080,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yddT,BSU05100,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeB,BSU06770,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeC,BSU06780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeD,BSU06790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yeeG,BSU06820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhgB,BSU10090,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjpA,BSU12450,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykvS,BSU13810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykoA,BSU14420,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ymzD,BSU17060,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ymcC,BSU17070,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ymaE,BSU17250,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ymzC,BSU17350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ymzA,BSU17360,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynaB,BSU17500,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynaC,BSU17510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yndG,BSU17780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yndH,BSU17790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yndJ,BSU17800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yndK,BSU17810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynfC,BSU18110,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynzE,BSU18270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoaP,BSU18690,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoaS,BSU18730,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobA,BSU18810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobB,BSU18820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozH,BSU18860,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozI,BSU18870,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobF,BSU18890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozJ,BSU18900,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobI,BSU18970,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yojO,BSU19380,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yojF,BSU19470,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypkP,BSU21800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yphE,BSU22820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypbF,BSU22990,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypbE,BSU23000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypbD,BSU23010,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzE,BSU23060,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzD,BSU23350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgA,BSU25050,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkK,BSU26480,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzG,BSU32120,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywsA,BSU35980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiG,BSU39190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzC,BSU39200,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiF,BSU39210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxxE,BSU39280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxxB,BSU39440,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxeJ,BSU39530,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxeG,BSU39560,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxeF,BSU39570,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxeC,BSU39600,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yydC,BSU40210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yydB,BSU40220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yycS,BSU40240,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yycE,BSU40430,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yktC,BSU14670,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjfC,BSU12130,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjlB,BSU12270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykcB,BSU12880,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzB,BSU32190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzD,BSU32210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yviE,BSU35390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxbF,BSU39850,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yabN,BSU00580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaB,BSU04170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaC,BSU04180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydhB,BSU05690,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjdG,BSU12040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykrP,BSU13520,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykqA,BSU14500,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykrA,BSU14550,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvjA,BSU35280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yybG,BSU40650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yybB,BSU40700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyaT,BSU40720,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhaI,BSU09980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjfB,BSU12120,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjgA,BSU12140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykuH,BSU14080,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykuJ,BSU14100,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaI,BSU14790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytaP,BSU30250,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvpB,BSU34940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yaaL,BSU00220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yaaR,BSU00300,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybaJ,BSU01510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcR,BSU11960,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykkA,BSU13070,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykoI,BSU13270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykoJ,BSU13280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytbQ,BSU30180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxkH,BSU38800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcP,BSU11940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcQ,BSU11950,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcS,BSU11970,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjdF,BSU12030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
cinA,BSU16930,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybaR,BSU01580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywbF,BSU38340,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysfC,BSU28680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvcT,BSU34680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvcN,BSU34730,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yugI,BSU31390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobO,BSU19030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yazB,BSU00800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycbO,BSU02580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycdB,BSU02790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycxA,BSU03530,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycxC,BSU03550,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycnI,BSU03940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczH,BSU04020,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycsE,BSU04040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczJ,BSU04130,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzA,BSU04240,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeI,BSU05210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeM,BSU05250,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeN,BSU05260,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeO,BSU05280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydfE,BSU05380,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydfF,BSU05390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzH,BSU05520,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydhI,BSU05770,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydiL,BSU06010,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yerC,BSU06580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yerI,BSU06640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yetA,BSU07090,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yezD,BSU07190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yetJ,BSU07200,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yetK,BSU07210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yetN,BSU07240,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjM,BSU08040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjE,BSU08130,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjD,BSU08140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfiH,BSU08270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfiI,BSU08280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfhH,BSU08530,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfhJ,BSU08560,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygaC,BSU08680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygaE,BSU08700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygzB,BSU08740,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygxA,BSU08750,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygaJ,BSU08780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhzB,BSU08900,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhbD,BSU08940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhbE,BSU08950,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhbF,BSU08960,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhdJ,BSU09490,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhdV,BSU09610,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yheB,BSU09790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yheA,BSU09800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhaH,BSU10000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhfF,BSU10210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhjN,BSU10570,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yisL,BSU10760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yizA,BSU10800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yisX,BSU10890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitL,BSU11030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitM,BSU11040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitS,BSU11110,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjaU,BSU11280,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjbK,BSU11580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjbL,BSU11590,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykuK,BSU14110,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yktA,BSU14640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yktB,BSU14650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yktD,BSU14690,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaH,BSU14780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaL,BSU14820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaN,BSU14840,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylbA,BSU14940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylmH,BSU15410,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylqD,BSU16010,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylqG,BSU16070,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoeA,BSU18370,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoeC,BSU18390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoeD,BSU18400,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yobM,BSU19010,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yocC,BSU19160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yodA,BSU19530,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yokH,BSU21590,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypbS,BSU22020,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypsA,BSU22190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yprB,BSU22210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkD,BSU23640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkA,BSU23670,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjZ,BSU23680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjT,BSU23750,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjP,BSU23790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjA,BSU23950,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqiW,BSU23990,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqhY,BSU24330,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgY,BSU24780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgU,BSU24820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkE,BSU26540,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkD,BSU26550,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrdR,BSU26620,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrdC,BSU26760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrdA,BSU26780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrpD,BSU26820,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzB,BSU27380,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrvD,BSU27630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrvC,BSU27640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysoA,BSU28240,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysmA,BSU28420,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yshE,BSU28570,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yshB,BSU28600,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytpI,BSU29260,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytoI,BSU29270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytxK,BSU29480,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytoQ,BSU29850,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytmP,BSU29920,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yteU,BSU30090,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yteS,BSU30110,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytwF,BSU30310,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytqB,BSU30490,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytkA,BSU30660,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuxK,BSU31500,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yueI,BSU31770,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yueE,BSU31830,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yukC,BSU31890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yutE,BSU32300,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yutD,BSU32310,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yusG,BSU32790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuxN,BSU33030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvzC,BSU33650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvbF,BSU33840,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvbK,BSU33890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvcD,BSU34810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvoD,BSU34980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywrF,BSU36080,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywqG,BSU36220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywpF,BSU36330,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywpE,BSU36340,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywoF,BSU36460,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywlA,BSU36980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiP,BSU39090,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yaaK,BSU00200,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yaaQ,BSU00290,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yabB,BSU00340,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yazA,BSU00350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yabD,BSU00390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfB,BSU02170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfH,BSU02210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczC,BSU02710,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yceB,BSU02880,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaO,BSU04320,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzE,BSU05140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeK,BSU05230,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydfC,BSU05360,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydfG,BSU05400,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydfK,BSU05450,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydgC,BSU05580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydgE,BSU05600,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydhH,BSU05760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydhJ,BSU05780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yetH,BSU07160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfnB,BSU07330,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjF,BSU08120,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhcX,BSU09250,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhfI,BSU10240,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhjH,BSU10510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yisU,BSU10870,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitK,BSU11020,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitU,BSU11140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitV,BSU11150,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitW,BSU11160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcF,BSU11840,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
