"","gene_id.uniref90","gene_id.ko","gene_description","module","sheet","header","subheader","potential_amg","strain","dan.source","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","uniprot.source","FinalID"
"1602","Q18D69",NA,"putative exosporium glycoprotein","sporulation","MISC","sporulation","sporulation",TRUE,"cd","DAN","Q18D69","unreviewed","Exosporium glycoprotein","bclA1 CD630_03320",1,"Reference proteome","16804543","","cdf:CD630_03320;pdc:CDIF630_00460;","COG2931;","WP_011860734.1;YP_001086801.1;","","","1730265at2;","PF01391;","IPR008160;IPR050938;","PDIF272563:G12WB-441-MONOMER;","","ML","Q18D69"
"1603","Q18D91",NA,"conserved hypothetical protein","sporulation","MISC","sporulation","sporulation",TRUE,"cd","DAN","Q18D91","unreviewed","Uncharacterized protein","CD630_03470",1,"Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix","16804543","","cdf:CD630_03470;","ENOG5033UQK;","YP_001086816.1;","","","1750646at2;","","","PDIF272563:G12WB-456-MONOMER;","","ML","Q18D91"
"1604","Q2J7H0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2J7H0","reviewed","Sporulation-specific cell division protein Francci3_3418 (Sporulation of Streptomyces griseus-like protein Francci3_3418) (SsgA-like protein Francci3_3418) (SALP Francci3_3418)","Francci3_3418",2,"Cell cycle;Cell division;Reference proteome;Septation;Sporulation","19567872; 17151343","","fra:Francci3_3418;","ENOG5032RFA;","WP_011437797.1;","","","3853096at2;","PF04686;","IPR006776;IPR038658;","","","ML","Q2J7H0"
"1605","Q2JDA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2JDA6","reviewed","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","ssgB Francci3_1359",3,"Cell cycle;Cell division;Reference proteome;Septation;Sporulation","19567872; 17151343","","fra:Francci3_1359;","ENOG5032RFA;","WP_009739629.1;","","","3853096at2;","PF04686;","IPR006776;IPR038658;","","","ML","Q2JDA6"
"1606","Q45058","K06335","cotM;spore coat protein M","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45058","reviewed","Spore coat protein M","cotM yneL BSU17970",3,"Reference proteome;Sporulation","9068633; 8969507; 9384377","","bsu:BSU17970;","COG0071;","NP_389680.1;WP_010886520.1;","","","2942082at2;","","IPR008978;","BSUB:BSU17970-MONOMER;","","ML","K06335"
"1607","Q45060","K06434","tlp;small acid-soluble spore protein Tlp","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45060","reviewed","Small, acid-soluble spore protein Tlp","tlp tlpA BSU18030",2,"Direct protein sequencing;Reference proteome;Sporulation","8969507; 9384377; 9852018; 10333516","","bsu:BSU18030;","ENOG50330RR;","WP_003231568.1;","","","1799076at2;","PF19824;","IPR017524;","BSUB:BSU18030-MONOMER;","","ML","K06434"
"1608","Q45069",NA,"ynfE;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45069","reviewed","Uncharacterized protein YnfE","ynfE BSU18140",1,"Phosphoprotein;Reference proteome","8969507; 9384377; 17218307","","bsu:BSU18140;","","NP_389696.1;WP_003231535.1;","","","2894699at2;","PF17452;","IPR020302;","BSUB:BSU18140-MONOMER;","","ML","Q45069"
"1609","Q45358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45358","reviewed","Parasporal crystal protein Cry18Aa (79 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIA(a))","cry18Aa cryBP1 cryXVIIIA(a)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","9209052","","","","","","","","PF03944;PF09131;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR015214;IPR036399;","","","ML","Q45358"
"1610","Q45478",NA,"ylyA;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45478","reviewed","Uncharacterized protein YlyA (ORF-T)","ylyA ylmK BSU15440",2,"Metal-binding;Reference proteome;Zinc;Zinc-finger","9384377; 19383706","","bsu:BSU15440;","COG1734;","NP_389427.2;WP_003245479.1;","","","2875147at2;","PF01258;","IPR016841;IPR000962;IPR020458;","BSUB:BSU15440-MONOMER;","","ML","Q45478"
"1611","Q45492",NA,"ykpC;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45492","reviewed","Uncharacterized protein YkpC","ykpC BSU14460",1,"Reference proteome;Signal","8969500; 9384377","","bsu:BSU14460;","","NP_389329.1;WP_003238865.1;","","","","PF17447;","IPR035379;","BSUB:BSU14460-MONOMER;","","ML","Q45492"
"1612","Q45495","K01462","defB;peptide deformylase","Conversion of S-methyl cysteine to cysteine","MISC","Additional metabolic pathways","Sulfur metabolism",TRUE,"bs","DAN","Q45495","reviewed","Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2)","defB ykrB BSU14560",3,"Hydrolase;Iron;Metal-binding;Protein biosynthesis;Reference proteome","9384377; 11429456","","bsu:BSU14560;","COG0242;","NP_389339.1;","","","9784988at2;","PF01327;","IPR023635;IPR036821;","BSUB:BSU14560-MONOMER;","","ML","K01462"
"1613","Q45535","K06330","cotH;inner spore coat protein H","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45535","reviewed","Inner spore coat protein H","cotH ywrH BSU36060",3,"Reference proteome;Sporulation","8755863; 8991897; 9353933; 9384377; 7814326; 10198031; 14762006; 14762008; 15470121; 18065538","","bsu:BSU36060;","COG5337;","NP_391487.1;WP_003227854.1;","","","3235126at2;","PF08757;","IPR014867;","BSUB:BSU36060-MONOMER;","","ML","K06330"
"1614","Q45536","K06332","cotJA;spore coat associated protein CotJA","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45536","reviewed","Protein CotJA","cotJA BSU06890",1,"Reference proteome","7768848; 9384377","","bsu:BSU06890;","ENOG50332J6;","NP_388570.1;WP_003219489.1;","","","2376696at2;","PF11007;","IPR020256;","BSUB:BSU06890-MONOMER;","","ML","K06332"
"1615","Q45537","K06333","cotJB;spore coat protein CotJB","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45537","reviewed","Protein CotJB","cotJB BSU06900",2,"Reference proteome","7768848; 9384377","","bsu:BSU06900;","ENOG5032Y4N;","NP_388571.2;WP_003219491.1;","","","9804099at2;","PF12652;","IPR024207;IPR016571;","BSUB:BSU06900-MONOMER;","","ML","K06333"
"1616","Q45538","K06334","cotJC;spore coat peptide assembly protein CotJC","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45538","reviewed","Protein CotJC","cotJC BSU06910",2,"Reference proteome","7768848; 9384377","","bsu:BSU06910;","COG3546;","NP_388572.1;WP_003233850.1;","","","9800585at2;","PF05067;","IPR012347;IPR009078;IPR007760;IPR039377;","BSUB:BSU06910-MONOMER;","","ML","K06334"
"1617","Q45544",NA,"ylxX;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45544","reviewed","UPF0749 protein YlxX","ylxX BSU15260",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377; 19383706","","bsu:BSU15260;","COG3879;","NP_389409.2;WP_009967184.1;","","","2439649at2;","PF05949;","IPR010273;","BSUB:BSU15260-MONOMER;","","ML","Q45544"
"1618","Q45605",NA,"yycQ;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45605","reviewed","Uncharacterized protein YycQ","yycQ BSU40260",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9205843; 9384377","","bsu:BSU40260;","ENOG5030D2Z;","NP_391906.1;WP_003243630.1;","","","2922901at2;","PF10852;","IPR020258;","BSUB:BSU40260-MONOMER;","","ML","Q45605"
"1619","Q45606",NA,"yycP;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45606","reviewed","Uncharacterized protein YycP","yycP BSU40270",1,"Reference proteome;Signal","9205843; 9384377; 19383706","","bsu:BSU40270;","ENOG5032Z9Z;","NP_391907.2;WP_003243905.1;","","","2573204at2;","","IPR011047;IPR015943;","BSUB:BSU40270-MONOMER;","","ML","Q45606"
"1620","Q45607",NA,"yycO;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q45607","reviewed","Uncharacterized protein YycO","yycO BSU40280",1,"Reference proteome;Signal","9205843; 9384377","","bsu:BSU40280;","COG3863;","NP_391908.1;WP_003243470.1;","","","3242865at2;","PF05708;","IPR038765;IPR024453;","BSUB:BSU40280-MONOMER;","","ML","Q45607"
"1621","Q45704",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45704","reviewed","Pesticidal crystal protein Cry8Aa (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIA(a))","cry8Aa cryVIIIA(a)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45704"
"1622","Q45705",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45705","reviewed","Pesticidal crystal protein Cry8Ba (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIB(a))","cry8Ba 50C(b) cryVIIIB(a)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45705"
"1623","Q45706",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45706","reviewed","Pesticidal crystal protein Cry8Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIC(a))","cry8Ca cryIII cryVIIIC(a)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","7764305; 8200856","","","","WP_103653055.1;","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45706"
"1624","Q45707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45707","reviewed","Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))","cry7Ab cryVIIA(b)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45707"
"1625","Q45708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45708","reviewed","Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))","cry7Ab cryVIIA(b)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45708"
"1626","Q45709",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45709","reviewed","Pesticidal crystal protein Cry1Ib (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(b))","cry1Ib cryII(b) cryV cryV465",3,"Sporulation;Toxin;Virulence","7793960","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45709"
"1627","Q45710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45710","reviewed","Pesticidal crystal protein Cry14Aa (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIVA(a))","cry14Aa cryXIVA(a)",2,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF00555;","IPR041587;IPR008979;IPR005638;IPR036716;IPR001178;","","","ML","Q45710"
"1628","Q45712",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45712","reviewed","Pesticidal crystal protein Cry5Ba (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVB(a))","cry5Ba cryVB(a)",3,"3D-structure;Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF03945;","IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;","","","ML","Q45712"
"1629","Q45715",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45715","reviewed","Pesticidal crystal protein Cry1Ka (137 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIK(a))","cry1Ka cry1K cryIK(a)",3,"Sporulation;Toxin;Virulence","8586263","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45715"
"1630","Q45716",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45716","reviewed","Pesticidal crystal protein Cry1Jb (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(b))","cry1Jb cryET1 cryIJ(b)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45716"
"1631","Q45718",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45718","reviewed","Pesticidal crystal protein Cry1Hb (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(b))","cry1Hb cryIH(b)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45718"
"1632","Q45723",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45723","reviewed","Type-2Ba cytolytic delta-endotoxin (29 kDa cytolytic toxin)","cyt2Ba1 cyt2Ba7 cytB",2,"3D-structure;Plasmid;Sporulation;Toxin;Virulence","9212418","","","","WP_000550493.1;","","","","PF01338;","IPR035918;IPR001615;","","","ML","Q45723"
"1633","Q45729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45729","reviewed","Pesticidal crystal protein Cry15Aa (38 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXVA(a))","cry15Aa cryXVA(a)",2,"Plasmid;Sporulation;Toxin;Virulence","1729243","","","","","","","","PF03318;","IPR004991;IPR011218;","","","ML","Q45729"
"1634","Q45730",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45730","reviewed","Pesticidal crystal protein Cry11Ba (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIB(a))","cry11Ba cry11B cryXIB(a)",3,"3D-structure;Sporulation;Toxin;Virulence","8534090","","","","WP_086403606.1;","","","","PF03945;","IPR038979;IPR005639;IPR036716;","","","ML","Q45730"
"1635","Q45733",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45733","reviewed","Pesticidal crystal protein Cry9Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXC(a))","cry9Ca cryIXC(a)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","8572715","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45733"
"1636","Q45738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45738","reviewed","Pesticidal crystal protein Cry1Ja (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(a))","cry1Ja cryET4 cryIJ(a)",3,"Sporulation;Toxin;Virulence","","","","","WP_098369107.1;","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45738"
"1637","Q45739",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45739","reviewed","Pesticidal crystal protein Cry1Bb (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(b))","cry1Bb cryET5 cryIB(b)",3,"Sporulation;Toxin;Virulence","","","","","WP_000203375.1;","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45739"
"1638","Q45743",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45743","reviewed","Pesticidal crystal protein Cry2Ac (70 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(c))","cry2Ac cryIIA(c) cryIIc",3,"Sporulation;Toxin;Virulence","1651878","","","","","","","","PF03944;PF09131;PF03945;","IPR008979;IPR005638;IPR005639;IPR036716;IPR015214;IPR036399;","","","ML","Q45743"
"1639","Q45744",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45744","reviewed","Pesticidal crystal protein Cry3Ca (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIC(a))","cry3Ca cryIIIC(a) cryIIId",3,"Sporulation;Toxin;Virulence","1544571","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45744"
"1640","Q45746",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45746","reviewed","Pesticidal crystal protein Cry1Ga (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIG(a))","cry1Ga cryIG(a)",3,"Sporulation;Toxin;Virulence","","","","","WP_033698569.1;","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45746"
"1641","Q45747",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45747","reviewed","Pesticidal crystal protein Cry1Db (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryID(b))","cry1Db cryID(b)",3,"Sporulation;Toxin;Virulence","","","","","WP_033700085.1;","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45747"
"1642","Q45748",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45748","reviewed","Pesticidal crystal protein Cry1Ha (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(a))","cry1Ha cryIH(a)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45748"
"1643","Q45752",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45752","reviewed","Pesticidal crystal protein Cry1Ia (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(a))","cry1Ia CGCryV cryII(a) cryV cryV1",3,"Sporulation;Toxin;Virulence","8517758; 1588820; 7793960; 8606196","","","","WP_000769223.1;","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45752"
"1644","Q45753",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45753","reviewed","Pesticidal crystal protein Cry5Ab (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(b))","cry5Ab cryVA cryVA(b)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF03945;","IPR041587;IPR008979;IPR005638;IPR005639;IPR036716;","","","ML","Q45753"
"1645","Q45754",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45754","reviewed","Pesticidal crystal protein Cry12Aa (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIA(a))","cry12Aa cryVB cryXIIA(a)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","WP_127813974.1;","","","","PF17997;PF03944;PF03945;","IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;","","","ML","Q45754"
"1646","Q45755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45755","reviewed","Pesticidal crystal protein Cry13Aa (88 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIIA(a))","cry13Aa cryVC cryXIIIA(a)",3,"Sporulation;Toxin;Virulence","","","","","WP_065482087.1;","","","","PF03944;PF00555;PF03945;","IPR008979;IPR005638;IPR005639;IPR036716;IPR001178;","","","ML","Q45755"
"1647","Q45757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45757","reviewed","Pesticidal crystal protein Cry6Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIA(a))","cry6Aa cryVIa cryVIA(a)",4,"3D-structure;Disulfide bond;Host cell membrane;Host membrane;Membrane;Secreted;Sporulation;Toxin;Virulence","26795495; 27576487; 27381865","","","","WP_043924592.1;","","","","","","","","ML","Q45757"
"1648","Q45758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45758","reviewed","Pesticidal crystal protein Cry6Ba (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIB(a))","cry6Ba cryVIb cryVIB(a)",2,"Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","","","","","","","","","ML","Q45758"
"1649","Q45760",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45760","reviewed","Pesticidal crystal protein Cry5Aa (152 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(a))","cry5Aa cryVA cryVA(a)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF03945;","IPR041587;IPR008979;IPR005638;IPR005639;IPR036716;","","","ML","Q45760"
"1650","Q45774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45774","reviewed","Pesticidal crystal protein Cry1Bc (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(c))","cry1Bc cryIB(c) cryIBc",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45774"
"1651","Q45790",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45790","reviewed","Type-1Ba cytolytic delta-endotoxin","cyt1Ba1",2,"Sporulation;Toxin;Virulence","","","","","","","","","PF01338;","IPR035918;IPR001615;","","","ML","Q45790"
"1652","Q45832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45832","reviewed","Probable sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)","spoIIGA CA_C1694",2,"Aspartyl protease;Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","7961408; 7883192; 11466286","","cac:CA_C1694;","ENOG50301AF;","NP_348320.1;WP_010965001.1;","","","2690199at2;","PF03419;","IPR005081;","","","ML","Q45832"
"1653","Q45882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q45882","reviewed","Pesticidal crystal-like protein Cry16Aa (Cbm71 mosquitocidal toxin) (Insecticidal toxin CryXVIA(a))","cry16Aa cbm71 cryXVIA(a)",3,"Direct protein sequencing;Secreted;Sporulation;Toxin;Virulence","8655486","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q45882"
"1654","Q47N25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q47N25","reviewed","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","ssgB Tfu_2111",3,"3D-structure;Cell cycle;Cell division;Septation;Sporulation","19567872; 17209016; 21205868","","tfu:Tfu_2111;","ENOG5032RFA;","WP_011292534.1;","","","3853096at2;","PF04686;","IPR006776;IPR038658;","","","ML","Q47N25"
"1655","Q57458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q57458","reviewed","Pesticidal crystal protein Cry1Ea (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIE(a))","cry1Ea bt11 btxI cryIC(b) cryIE(a)",3,"Sporulation;Toxin;Virulence","2259636; 2254254","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","Q57458"
"1656","Q59HN7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q59HN7","reviewed","Phosphatase RapH inhibitor (Phosphatase regulator H)","phrH BSU06839",5,"Competence;Cytoplasm;Reference proteome;Secreted;Sporulation","16553878; 9384377; 19383706; 3145906; 17581123; 21908671","","bsu:BSU06839;","","WP_003242557.1;YP_003097693.1;","","","2900693at2;","","","BSUB:BSU06839-MONOMER;","","ML","Q59HN7"
"1657","Q59HN8","K06366","rapH;response regulator aspartate phosphatase H","Phosphatases controlling the phosphorelay","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","Q59HN8","reviewed","Response regulator aspartate phosphatase H (EC 3.1.3.-) (PSP28)","rapH yeeH yzqA BSU06830",5,"3D-structure;Competence;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","9384377; 19383706; 16553878; 17581123; 21908671; 21346797","","bsu:BSU06830;","COG0457;","NP_388565.2;WP_003243267.1;","","","2830177at2;","PF18801;PF13176;","IPR051476;IPR011990;IPR019734;","BSUB:BSU06830-MONOMER;","","ML","K06366"
"1658","Q5BU39",NA,"mstX;protein mistic","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q5BU39","reviewed","Protein mistic (Membrane-integrating protein MstX)","mstX BSU31321 BSU31320",3,"3D-structure;Cell membrane;Chaperone;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9274030; 15731457; 9384377","BSU31320","bsu:BSU31321;","ENOG50338PF;","WP_003228886.1;YP_003097778.1;","","","2898399at2;","PF11458;","IPR021078;IPR038193;","BSUB:BSU31321-MONOMER;","","ML","Q5BU39"
