gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0134	79325	80695	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-20847068913.750614	19	157.0	0.262	7.565e-42	p414569 VI_10123	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	PHANOTATE_1.5.1	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0135	80701	81246	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-13256.170472241076	2450	68.0	0.329	2.121e-15	p147838 VI_12347	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2450	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0136	81246	82340	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-68781790154.04086	100	134.0	0.296	1.0440000000000001e-34	NC_031107_p32	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	100	PHANOTATE_1.5.1	CDS	#ffdf59	SbcD-like subunit of palindrome specific endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0137	82469	82780	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-82.0149938805119	33876	109.0	1.0	2.0500000000000003e-31	NC_022761_p113	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	33876	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0138	82793	83011	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-196.1907929705017	4790	109.0	0.732	6.9740000000000006e-31	NC_011421_p112	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4790	PHANOTATE_1.5.1	CDS	#ff59f5	host RecBCD nuclease inhibitor	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0139	82953	83309	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2222.8341096054996	20908	243.0	1.0	8.094e-77	KY368639_p110	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	20908	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0140	83293	83637	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-233.69440068441753	174	48.0	0.268	4.741e-08	MH001459_p30	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	174	PHANOTATE_1.5.1	CDS	#ffdf59	dCMP deaminase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0141	83634	85547	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2422955088710691.5	21388	116.0	0.437	7.02e-32	KX532239_p86	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	21388	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0142	85611	86645	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-180037469.6972598	47	100.0	0.257	4.916e-24	KX925554_p102	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	47	PHANOTATE_1.5.1	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0143	86706	87221	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-51572.90161904917	135	64.0	0.325	6.09e-14	NC_027996_p7	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	135	PHANOTATE_1.5.1	CDS	#ffdf59	dUTPase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0144	87214	87546	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-272.94543503484385	21408	216.0	0.929	1.88e-67	KY368639_p115	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	21408	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0145	87619	88182	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-3909.7302539398192	244	116.0	0.516	1.229e-31	KY926791_p64	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	244	PHANOTATE_1.5.1	CDS	#ffdf59	RusA-like Holliday junction resolvase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0146	88259	88366	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.0579363650362354	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0147	88353	88979	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-221011.08563586496	13880	387.0	0.888	1.6600000000000002e-124	NC_011421_p120	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	13880	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0148	89180	89058	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.0573660530341551	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0149	89182	89448	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2412.801154050394	13183	175.0	0.936	1.6719999999999997e-53	NC_011421_p121	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	13183	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0150	89514	90191	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2425186.971161325	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0151	90276	90728	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-1340.3704015042076	13400	281.0	0.893	5.227e-89	NC_011421_p123	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	13400	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0152	90782	91639	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-21343336.666085247	15477	442.0	0.76	5.225e-142	NC_028982_p144	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	15477	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0153	91652	91795	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.4217855943471059	24830	120.0	1.0	3.721e-35	KY368639_p122	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24830	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0154	92643	91819	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-5184123.133061081	9381	445.0	0.791	2.666e-143	NC_028983_p147	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	9381	PHANOTATE_1.5.1	CDS	#ffdf59	replication initiation by nicking	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0155	95356	92636	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-1.1153630237728656e+25	5156	1110.0	0.623	0.0	NC_028983_p148	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	5156	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0156	95590	95369	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-14.9674736976059	15417	118.0	0.856	4.834e-34	NC_028983_p149	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	15417	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0157	95723	95577	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-16.14048987311897	27417	101.0	0.973	1.604e-28	KY368639_p126	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27417	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0158	95872	95726	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-76.75018307638443	15178	96.0	0.931	7.235e-27	KY368639_p127	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	15178	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0159	96272	95892	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-824.2962790370426	23496	291.0	1.0	4.107e-92	KY368639_p128	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	23496	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0160	97329	96310	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-201723403.03675744	691	179.0	0.362	5.555e-51	p46036 VI_01297	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	691	PHANOTATE_1.5.1	CDS	#ffdf59	partition protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0161	97876	97430	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-3907.048218098812	15300	279.0	0.898	1.7309999999999998e-88	KY368639_p130	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	15300	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0162	98172	97993	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.2619445855714376	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0163	98174	98287	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-64.2081951406854	16043	88.0	1.0	1.005e-23	NC_025423_p84	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16043	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0164	98349	98864	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2930.257378671846	15783	115.0	0.592	2.776e-32	NC_025423_p85	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	15783	PHANOTATE_1.5.1	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0165	99075	98944	-	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.3647442138887662	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0166	99100	100251	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-4375038366.69559	5131	614.0	0.788	1.0280000000000001e-199	NC_019487_p188	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	5131	PHANOTATE_1.5.1	CDS	#ffdf59	thymidylate synthase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0167	100254	100508	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-246.3573231169318	26771	208.0	1.0	3.974000000000001e-65	NC_022761_p139	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	26771	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0168	100565	100969	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-432.3218005322872	1238	126.0	0.539	2.1470000000000002e-35	p174926 VI_01020	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1238	PHANOTATE_1.5.1	CDS	#ff59f5	phosphoheptose isomerase	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0169	100884	101642	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-71269.41864893131	27321	557.0	1.0	1.914e-183	KY368639_p136	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27321	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0170	101663	101776	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.7187961668410222	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0171	101822	102121	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-1063.8888506112787	379	84.0	0.438	3.1180000000000002e-21	KY554777_p175	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	379	PHANOTATE_1.5.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0172	102241	104070	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-1801150545719062.0	17	93.0	0.246	1.132e-20	NC_019926_p15	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	17	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0173	104167	104307	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-3.6307930185942214	28534	125.0	1.0	5.731e-37	KY368639_p139	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	28534	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0174	104339	104863	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-55417.39996453874	59	104.0	0.507	2.111e-27	MG812495_p46	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	59	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0175	104983	105900	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-64440455.97821078	2573	291.0	0.598	7.268e-90	NC_028962_p70	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2573	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0176	105914	106090	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-77.48633438239689	26192	154.0	1.0	9.711e-47	NC_011421_p143	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	26192	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0177	106222	106392	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-26.117490106590854	16884	132.0	1.0	4.418e-39	NC_011421_p144	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	16884	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0178	106418	106528	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-0.0748052582333023	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0179	106628	107617	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-3641402275.336916	1192	230.0	0.448	7.319e-68	NC_027364_p498	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1192	PHANOTATE_1.5.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0180	107617	107979	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-10328.733641475994	23399	258.0	1.0	6.128e-82	NC_022761_p150	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	23399	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0181	108047	108538	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-2198.8615362908295	5889	247.0	0.741	2.625e-76	NC_022761_p151	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	5889	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0182	108615	108839	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-5.9619483695922595	24163	185.0	1.0	3.924e-57	NC_022761_p152	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24163	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0183	108841	109071	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-169.2719450003397	24637	189.0	1.0	1.4270000000000001e-58	NC_022761_p153	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24637	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0184	109076	110020	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-58065724.301195376	107	89.0	0.291	1.697e-20	NC_019402_p42	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0185	110026	110292	+	NC_011421.1_Bacillus_phage_SPO1_complete_genome	-1121.7928276798596	24178	214.0	1.0	3.084e-67	NC_022761_p155	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24178	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
