target	query	e-value	score	length	start	end	hmmDB
NC_019487.1_Bacillus_phage_SP10_complete_genome_177	VOG08745	1.8e-41	137.8	123	1	118	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_178	VOG69918	3.8e-261	356.1	701	382	700	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_178	VOG69918	3.8e-261	521.9	701	8	385	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_179	VOG25759	7.5e-88	291.9	368	17	364	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_180	VOG51817	3.7e-82	271.7	219	1	214	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_184	VOG27491	1.3e-40	133.6	81	1	80	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_185	VOG31550	4.2e-102	337.3	213	1	212	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_186	VOG35608	4.1e-72	238.0	172	1	168	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_188	VOG01086	9.6e-34	112.6	638	35	200	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_188	VOG37574	9.9e-86	284.5	638	281	635	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_189	VOG48495	2.2e-19	66.3	123	4	119	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_19	VOG21448	6.3e-69	228.1	188	1	186	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_190	VOG02518	1e-65	219.2	383	1	381	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_191	VOG01171	9.5e-60	192.4	150	3	149	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_192	VOG39447	2.9e-26	88.0	107	7	101	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_193	VOG15635	3.6e-183	608.0	895	8	892	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_194	VOG15659	8.6e-33	108.1	57	1	55	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_195	VOG32420	6.8e-48	159.1	173	6	162	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_196	VOG03278	9.2e-43	140.5	343	4	323	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_197	VOG25328	6.1e-38	127.7	348	38	319	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_198	VOG46018	3.3e-46	154.5	322	1	314	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_2	VOG16242	5.8e-46	150.9	76	1	75	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_200	VOG49277	3.8e-102	339.4	424	5	423	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_201	VOG14967	3.6e-43	142.4	110	4	105	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_202	VOG14326	1.2e-48	162.5	182	1	178	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_206	VOG41536	3.3e-259	858.9	844	10	841	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_209	VOG35510	3.2e-64	214.0	363	8	361	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_210	VOG55335	3.5e-52	173.0	183	1	159	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_212	VOG37040	2.6e-80	265.2	207	2	202	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_216	VOG35985	2.3e-68	222.2	204	1	192	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_217	VOG32087	8.7e-41	134.4	96	3	94	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_218	VOG33465	8.6e-40	132.0	92	1	91	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_220	VOG01700	1.8e-91	302.6	318	3	242	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_221	VOG21618	8.9e-60	198.6	157	7	154	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_222	VOG17377	2.1e-52	171.9	93	1	92	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_231	VOG01056	1.7e-38	126.7	58	1	57	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_233	VOG62927	5.3e-71	234.7	140	1	139	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_236	VOG37120	2.1e-55	181.8	94	1	93	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_237	VOG09967	1.1e-45	150.7	88	1	87	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_27	VOG12897	1.5e-54	180.1	130	2	128	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_28	VOG45149	8.1e-58	189.2	81	1	80	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_30	VOG59179	3.5e-43	142.0	69	1	68	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_32	VOG19480	5e-43	141.6	70	1	69	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_33	VOG42902	3.9e-25	83.2	171	84	164	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_36	VOG44203	4.3e-20	68.2	158	1	156	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_37	VOG35128	1.4e-31	104.2	56	5	55	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_38	VOG45658	5.9e-56	183.9	104	1	102	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_39	VOG55961	4.7e-44	144.9	89	1	88	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_43	VOG31583	4.6e-53	174.1	97	1	96	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_44	VOG52115	3.8e-45	148.7	105	1	92	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_45	VOG30909	5.3e-60	197.3	114	1	113	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_46	VOG39087	2.8e-34	115.1	86	1	84	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_50	VOG63960	8.3e-161	529.5	284	1	283	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_51	VOG45217	8.7e-75	247.7	138	1	137	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_52	VOG01459	1.3e-52	172.4	78	1	77	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_54	VOG21444	3.4e-52	170.9	72	1	71	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_56	VOG45848	1.6e-36	120.7	99	1	98	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_59	VOG62172	2.7e-58	191.5	94	1	93	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_60	VOG30704	2.5e-45	149.0	88	1	87	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_61	VOG01995	1.6e-23	79.4	91	1	90	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_65	VOG48626	1.7e-47	156.4	88	1	87	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_67	VOG42492	2.9e-37	123.5	73	1	72	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_7	VOG19274	2.4e-50	166.0	109	1	108	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_72	VOG60673	2.8e-156	516.8	372	1	371	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_73	VOG12386	1.8e-294	973.0	482	1	481	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_79	VOG26434	1.6e-139	461.1	262	10	261	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_85	VOG50411	3.6e-219	725.3	597	2	595	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_88	VOG50207	1.1e-100	334.0	503	3	501	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_93	VOG20914	3.6e-61	204.5	142	1	139	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_96	VOG31717	5e-41	134.8	51	1	50	VOG
NC_019487.1_Bacillus_phage_SP10_complete_genome_98	VOG16779	9.8e-110	360.6	167	1	166	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_1	VOG11891	1.2e-103	339.8	153	1	152	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_10	VOG47478	2.7e-174	574.1	257	1	256	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_100	VOG58699	4.6e-21	72.1	200	20	197	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_101	VOG07590	1.3e-113	372.9	169	1	168	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_102	VOG10092	5.7e-96	314.4	140	1	139	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_103	VOG13198	6.3e-191	629.1	277	1	276	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_104	VOG00418	0.0	1706.6	905	1	904	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_105	VOG05889	1.9e-60	201.0	311	15	309	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_106	VOG53038	2.5e-71	237.1	421	32	420	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_107	VOG15002	1.5e-238	787.2	345	1	344	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_108	VOG22807	1.1e-202	670.1	373	1	372	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_109	VOG22807	5.6e-161	532.8	297	3	296	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_11	VOG18080	2.1e-162	534.4	237	1	236	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_110	VOG04685	2.8e-278	918.4	397	1	396	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_111	VOG10471	7.1e-45	147.6	61	1	60	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_112	VOG19844	8.8e-264	870.6	378	1	377	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_113	VOG20914	2.9e-52	175.1	177	1	172	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_114	VOG25759	7.7e-82	272.0	350	13	336	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_115	VOG69918	2.5e-213	398.0	699	2	386	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_115	VOG69918	2.5e-213	323.1	699	379	698	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_116	VOG08745	2e-35	118.2	140	1	130	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_117	VOG54060	1.4e-190	629.5	346	1	345	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_118	VOG34906	0.0	1062.3	465	1	464	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_119	VOG01670	2.8e-152	503.0	275	1	271	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_12	VOG57214	2e-52	174.5	249	6	248	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_120	VOG32455	4.7e-130	431.2	563	4	561	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_121	VOG42420	6.9e-72	235.0	111	1	110	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_122	VOG57053	4.1e-31	103.6	46	1	45	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_123	VOG05558	3.8e-206	669.9	399	23	398	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_125	VOG57699	1.2e-69	231.1	239	1	231	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_126	VOG49747	9.1e-184	605.2	261	1	260	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_127	VOG54006	1.1e-165	545.2	242	1	241	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_128	VOG34259	4.8e-163	536.6	241	1	240	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_129	VOG56450	7.7e-85	277.8	128	1	127	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_13	VOG10955	0.0	2332.4	988	1	987	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_130	VOG00260	1.2e-41	140.0	174	2	150	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_131	VOG48029	7.5e-169	556.3	256	1	255	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_132	VOG51951	6.9e-103	337.6	152	1	151	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_133	VOG55830	5.8e-38	127.7	178	1	173	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_134	VOG65400	2.6e-163	537.4	235	1	234	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_135	VOG31912	1.2e-78	257.7	120	1	119	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_136	VOG08434	7.3e-34	112.0	46	1	45	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_137	VOG42414	4.7e-68	223.2	112	1	111	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_138	VOG58710	8e-170	559.4	257	1	256	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_139	VOG64247	2.1e-94	309.8	140	1	139	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_14	VOG25488	9e-162	533.3	266	1	265	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_141	VOG48667	4.3e-42	138.8	60	1	59	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_142	VOG45120	1.4e-83	273.7	123	1	122	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_143	VOG29571	2.8e-116	381.7	163	1	162	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_144	VOG37721	6.3e-226	747.0	417	1	416	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_145	VOG04212	9.3e-65	211.4	95	1	94	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_146	VOG46896	1.9e-56	184.5	79	1	78	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_147	VOG01238	7.7e-103	337.5	152	1	151	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_148	VOG42004	9.5e-72	234.8	109	1	108	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_149	VOG58848	5.1e-120	393.6	167	1	166	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_15	VOG67375	0.0	1224.7	732	1	731	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_151	VOG43392	3.4e-42	139.2	54	1	53	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_152	VOG35415	9.6e-145	477.8	245	1	244	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_153	VOG58532	0.0	1345.1	739	1	738	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_154	VOG19717	1.2e-124	411.7	222	1	221	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_155	VOG54078	2.7e-99	329.2	402	10	400	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_156	VOG03229	3.6e-99	329.6	566	30	564	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_158	VOG44331	1.3e-75	247.3	112	1	111	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_159	VOG24434	5.5e-47	154.0	61	1	60	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_16	VOG54254	3.5e-167	551.0	239	1	238	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_160	VOG22343	5.5e-69	225.3	108	4	107	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_161	VOG34603	7.1e-80	261.2	114	1	113	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_162	VOG71532	7.1e-30	100.6	185	2	177	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_163	VOG15321	1.1e-71	236.8	383	50	380	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_164	VOG05378	9.9e-236	778.8	405	1	404	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_165	VOG32189	1.6e-68	227.6	180	1	179	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_166	VOG32189	7.8e-67	222.0	179	1	176	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_167	VOG32189	0.0	787.0	1439	1023	1438	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_167	VOG32189	0.0	1540.3	1439	1	1021	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_168	VOG32189	0.0	1244.2	600	1	598	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_169	VOG34030	1.5e-135	445.4	196	1	195	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_17	VOG01351	3.6e-56	183.9	79	1	78	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_170	VOG55451	0.0	2239.6	944	1	943	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_171	VOG56397	0.0	1453.1	778	21	777	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_172	VOG56397	0.0	1653.4	851	1	850	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_173	VOG24356	2e-171	566.2	311	1	310	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_174	VOG03337	1.9e-20	69.2	126	3	97	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_175	VOG20548	5.2e-49	160.6	62	1	61	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_176	VOG00661	2.9e-90	296.7	134	1	133	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_177	VOG49868	4.2e-92	301.8	134	1	133	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_178	VOG48623	5.8e-94	307.6	132	1	131	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_179	VOG54592	3.5e-154	507.1	225	1	224	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_18	VOG26061	1.6e-57	190.5	198	1	188	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_180	VOG49506	2.4e-165	544.9	250	1	249	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_181	VOG20679	8.1e-61	199.5	111	1	110	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_182	VOG02072	1.2e-127	419.5	187	1	186	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_183	VOG50727	5.6e-47	154.5	65	1	64	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_184	VOG07442	2.6e-163	537.6	236	1	235	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_185	VOG28126	5e-51	167.1	68	1	67	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_186	VOG19898	1.1e-75	251.6	371	2	347	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_187	VOG02767	2.4e-66	218.6	160	1	151	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_188	VOG24821	1.3e-31	106.8	183	1	176	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_189	VOG35719	2.9e-61	203.8	231	1	229	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_19	VOG42709	3.8e-63	210.6	555	11	503	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_190	VOG17784	5.3e-64	209.9	90	1	89	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_191	VOG25328	3.2e-39	131.8	562	68	523	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_192	VOG08921	2.3e-53	174.9	81	1	80	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_193	VOG45089	4.8e-114	374.2	164	1	163	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_194	VOG01343	0.0	2002.4	849	1	848	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_195	VOG07898	4.8e-102	336.6	191	1	190	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_196	VOG30354	0.0	1543.2	652	1	651	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_197	VOG04885	1e-150	495.5	212	1	211	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_198	VOG27615	1.5e-23	80.0	55	1	53	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_199	VOG27254	4.4e-101	331.6	150	1	149	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_2	VOG27469	3e-142	468.4	214	1	213	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_20	VOG30465	2.6e-57	187.6	85	1	84	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_200	VOG01498	5.8e-101	335.9	406	1	405	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_201	VOG67161	8.1e-52	172.9	245	1	234	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_202	VOG29111	1.9e-72	237.2	108	1	107	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_203	VOG29588	3.5e-52	171.1	73	1	72	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_204	VOG64571	4.6e-40	134.1	215	6	213	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_205	VOG58846	5.2e-41	135.1	57	1	56	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_206	VOG01700	3.5e-99	327.9	241	1	238	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_207	VOG17598	1.2e-61	201.7	88	1	87	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_208	VOG12011	7.1e-149	469.8	768	2	696	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_209	VOG62162	1.2e-144	477.1	266	1	265	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_21	VOG48249	5.2e-71	233.1	127	1	126	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_210	VOG13663	8.1e-82	267.8	121	1	120	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_211	VOG27615	5.9e-169	483.4	265	38	264	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_211	VOG27615	5.9e-169	87.3	265	1	47	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_212	VOG38822	2.6e-64	214.2	406	6	402	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_213	VOG16292	2.4e-72	240.6	472	30	463	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_215	VOG09811	7.9e-81	268.6	233	6	232	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_217	VOG09811	1e-144	479.0	388	1	387	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_218	VOG58586	1.2e-67	98.2	149	79	147	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_218	VOG58586	1.2e-67	129.8	149	3	80	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_219	VOG08640	1.1e-43	143.2	57	1	56	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_22	VOG21358	4e-48	158.0	85	1	84	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_220	VOG09811	7.4e-140	463.0	411	1	410	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_221	VOG09811	4.8e-123	407.3	412	2	411	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_222	VOG09811	3e-111	368.7	382	1	381	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_223	VOG68626	8.6e-37	122.4	173	57	172	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_224	VOG15778	1.9e-96	315.7	137	1	136	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_225	VOG12388	3e-119	391.5	172	1	171	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_227	VOG28916	6.9e-157	518.0	302	1	301	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_228	VOG28916	5.9e-125	413.1	301	1	296	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_229	VOG28916	2.1e-62	207.8	149	2	147	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_23	VOG17926	4.8e-56	183.5	85	14	84	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_230	VOG43658	1.5e-46	153.3	73	1	72	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_231	VOG20913	5.2e-218	723.6	701	4	699	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_232	VOG50273	5e-106	347.9	154	1	153	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_233	VOG01237	4.8e-46	151.7	64	1	63	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_234	VOG57546	2.2e-42	139.6	63	1	62	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_235	VOG48918	1.6e-83	273.3	124	1	123	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_236	VOG45695	1.1e-80	264.5	125	1	124	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_237	VOG21918	2.4e-242	800.9	422	1	421	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_238	VOG42109	4.6e-188	621.5	388	1	387	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_239	VOG38216	4.6e-80	261.9	114	1	113	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_24	VOG06929	1.6e-106	349.9	157	1	156	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_240	VOG56562	9.5e-68	225.5	234	1	232	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_241	VOG56562	5.6e-71	236.1	231	1	229	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_242	VOG20309	5.3e-160	526.4	229	1	228	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_243	VOG25874	3.7e-218	123.9	364	1	72	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_243	VOG25874	3.7e-218	566.6	364	107	363	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_244	VOG52290	0.0	1966.6	860	1	859	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_245	VOG46301	1.1e-44	147.3	92	8	90	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_246	VOG46301	1.9e-118	389.7	200	1	198	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_247	VOG46301	5.6e-47	156.4	90	1	89	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_248	VOG51064	1.3e-191	632.3	337	1	336	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_249	VOG21826	5.2e-44	144.7	58	1	57	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_25	VOG46893	4.6e-113	371.4	167	1	166	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_250	VOG26910	3.1e-145	477.7	211	4	210	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_252	VOG21822	6.6e-158	519.5	231	1	230	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_253	VOG09437	7.6e-48	157.1	70	1	69	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_254	VOG37040	1.9e-86	285.2	209	1	202	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_255	VOG35946	2.8e-228	756.2	750	19	746	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_256	VOG14432	4.3e-174	573.5	250	1	249	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_257	VOG47924	1.1e-186	615.1	264	1	263	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_258	VOG53890	6.8e-51	167.1	72	1	71	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_259	VOG05613	5.6e-50	163.8	67	1	66	VOG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_26	VOG61430	0.0	1633.0	912	1	911	VOG
