qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|O31661|KINE_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0150	738	238	20	125	79	5	362	470	55	174	8.1	24.3
sp|P00783|SUBT_BACSA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0153	381	1087	34.783	23	15	0	81	103	585	607	8.1	23.9
sp|P0A375|CR1CA_BACTE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0290	1189	89	34.783	23	15	0	102	124	46	68	8.1	23.9
sp|P16480|CR4AA_BACTI	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0057	1180	294	32.432	37	21	1	801	837	92	124	8.1	25
sp|P39800|XLYA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0037	297	707	45	20	11	0	239	258	529	548	8.1	23.1
sp|Q65EN1|GPMI_BACLD	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0160	511	339	25.352	71	40	2	401	458	138	208	8.1	23.9
sp|A4IKT9|HPR_GEOTN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0215	200	885	25	40	30	0	28	67	542	581	8.1	22.3
sp|A7GJW0|SP5G_BACCN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0089	97	756	29.73	37	22	1	54	90	718	750	8.1	20.8
sp|A7Z566|SSPO_BACVZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0190	48	408	50	16	8	0	26	41	196	211	8.1	19.2
sp|A9VN61|SP5G_BACMK	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0089	97	756	29.73	37	22	1	54	90	718	750	8.1	20.8
sp|O34412|YLBF_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0070	149	131	47.059	17	9	0	67	83	16	32	8.1	21.6
sp|P26764|RPSF_BACLI	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0187	255	487	26.316	171	79	8	81	216	250	408	8.1	22.7
sp|P42063|APPC_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0029	303	183	45	20	11	0	118	137	84	103	8.1	22.7
sp|P52969|SAS2_SPOUR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0133	67	549	24.138	58	44	0	10	67	219	276	8.1	20
sp|P59104|CWLJ_OCEIH	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0020	141	363	40.909	22	11	1	120	141	197	216	8.1	21.6
sp|P94594|CT1AB_BACTV	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0052	250	2285	41.379	29	16	1	43	71	468	495	8.1	23.1
sp|Q9KAI7|SSPO_HALH5	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0117	53	1129	38.095	21	13	0	22	42	871	891	8.1	19.2
sp|Q9KAI7|SSPO_HALH5	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0120	53	1129	38.095	21	13	0	22	42	871	891	8.1	19.2
sp|Q9KEC6|SSPK_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0121	47	229	25.806	31	23	0	4	34	75	105	8.1	18.9
sp|A5HZY2|SSPH1_CLOBH	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0026	62	130	25.424	59	40	1	2	56	35	93	8.1	19.6
sp|A7FS46|SSPH1_CLOB1	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0026	62	130	25.424	59	40	1	2	56	35	93	8.1	19.6
sp|B7IJW2|SSPI_BACC2	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0072	69	74	38.71	31	15	1	39	65	39	69	8.1	19.6
sp|P06630|EAG_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0178	143	154	31.579	38	26	0	103	140	111	148	8.1	21.6
sp|Q01368|SP3AB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0178	171	108	47.619	21	11	0	102	122	17	37	8.1	21.6
sp|Q817I4|SSPI_BACCR	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0072	69	74	38.71	31	15	1	39	65	39	69	8.1	19.6
sp|P05043|SP0E_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0089	85	587	43.478	23	12	1	55	76	410	432	8.2	20.4
sp|P20964|OBG_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0064	428	77	39.13	23	14	0	276	298	47	69	8.2	22.3
sp|P24141|OPPA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0045	545	390	32.099	81	48	3	95	172	105	181	8.2	24.3
sp|P35835|SUBN_BACNA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0153	381	1087	34.783	23	15	0	81	103	585	607	8.2	23.5
sp|O32032|PBPI_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0256	584	410	38.71	31	18	1	472	501	245	275	8.2	24.3
sp|P06222|RPSE_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0209	239	334	43.478	23	13	0	105	127	278	300	8.2	22.7
sp|P26902|DPPA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0060	274	166	40.625	32	18	1	51	82	131	161	8.2	22.7
sp|P26902|DPPA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0305	274	186	22.807	57	44	0	202	258	39	95	8.2	22.7
sp|P37475|SP2E_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0092	827	792	33.333	33	22	0	788	820	74	106	8.2	25
sp|P54450|CWLH_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0047	250	247	27.941	68	47	1	1	68	1	66	8.2	22.7
sp|A6LRL7|SP2AB_CLOB8	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0196	143	437	34.783	23	15	0	39	61	413	435	8.2	21.6
sp|D5DNA8|GPMI_PRIM3	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0207	510	416	28.09	89	59	3	408	493	201	287	8.2	23.9
sp|O31661|KINE_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	738	562	33.333	39	25	1	524	562	184	221	8.2	24.6
sp|O66377|CR1FB_BACTM	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0240	1169	59	47.059	17	9	0	595	611	3	19	8.2	23.1
sp|O86170|C19BA_BACUH	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0054	682	311	34.286	35	21	1	67	99	24	58	8.2	24.3
sp|O87906|C25AA_BACTJ	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0006	675	503	32.5	40	27	0	27	66	246	285	8.2	24.6
sp|P14892|CWLA_BACSP	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0040	251	589	21.053	57	42	1	168	224	22	75	8.2	22.7
sp|P17531|RPOD_MYXXA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0164	708	119	29.213	89	54	3	351	432	4	90	8.2	23.5
sp|P17869|RPSH_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0206	218	212	24.615	65	36	2	35	88	7	69	8.2	22.3
sp|P35148|SP2AB_PRIMG	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0275	147	112	45.455	22	12	0	36	57	20	41	8.2	21.2
sp|P37558|YABP_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0037	100	142	26.829	41	26	1	24	64	76	112	8.2	20.8
sp|P39650|RSFA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0040	258	589	22.727	44	34	0	112	155	432	475	8.2	23.1
sp|P42065|APPF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0031	329	911	30.435	23	16	0	39	61	25	47	8.2	23.5
sp|P45870|RACA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0183	184	156	37.931	29	11	1	133	154	41	69	8.2	21.9
sp|P52933|SP0A_BACPU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0187	191	487	47.059	17	9	0	114	130	335	351	8.2	22.3
sp|P52939|SP0A_CLOIN	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0015	277	257	29.268	41	29	0	236	276	94	134	8.2	22.7
sp|Q45746|CR1GA_BACTU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0173	1166	46	41.935	31	17	1	1058	1087	15	45	8.2	22.7
sp|Q45746|CR1GA_BACTU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0176	1166	46	41.935	31	17	1	1058	1087	15	45	8.2	22.7
sp|Q631M1|GPMI_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0248	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|Q631M1|GPMI_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0002	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|Q65DU9|RACA_BACLD	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0023	186	140	31.707	41	27	1	89	128	87	127	8.2	21.9
sp|Q6HBF2|GPMI_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0248	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|Q6HBF2|GPMI_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0002	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|Q815K7|GPMI_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0248	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|Q815K7|GPMI_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0002	509	226	25.714	35	26	0	181	215	6	40	8.2	23.9
sp|A8FGT0|TGL_BACP2	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0204	246	44	37.037	27	16	1	204	229	15	41	8.2	20.8
sp|B7HC95|SSPO_BACC4	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0043	49	98	41.176	17	10	0	29	45	70	86	8.2	18.9
sp|B7IVK0|TGL_BACC2	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.2	22.7
sp|C0SPA3|YLXW_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0016	231	70	33.333	24	16	0	18	41	35	58	8.2	21.6
sp|O68687|GERPE_BACCE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0064	128	119	36	25	16	0	22	46	34	58	8.2	21.2
sp|P07786|SASG_LACSH	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0178	96	1118	28	25	18	0	5	29	289	313	8.2	20.8
sp|P07786|SASG_LACSH	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0220	96	1118	28	25	18	0	5	29	289	313	8.2	20.8
sp|P28016|SP5G_PRIMG	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0237	96	212	28.846	52	18	2	28	60	144	195	8.2	20.8
sp|P84613|CR4AA_BACTK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0151	281	225	35.897	39	23	2	174	211	1	38	8.2	22.7
sp|Q5KZP1|SSPN_GEOKA	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0086	47	34	53.333	15	7	0	6	20	8	22	8.2	18.1
sp|Q5WGB8|RACA_SHOC1	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0288	171	80	32	25	17	0	33	57	27	51	8.2	21.2
sp|Q5WGB8|RACA_SHOC1	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0013	171	80	32	25	17	0	33	57	27	51	8.2	21.2
sp|Q81QD4|SP2SB_BACAN	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0197	76	94	26.829	41	24	1	41	75	9	49	8.2	20
sp|Q9K6A3|CWLJ_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0078	143	465	37.931	29	17	1	105	133	89	116	8.2	21.6
sp|Q8EPH2|SSPI_OCEIH	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0093	70	596	44.444	18	10	0	3	20	355	372	8.2	20
sp|P35835|SUBN_BACNA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	381	264	35.294	17	11	0	340	356	175	191	8.3	23.5
sp|Q00828|RAPA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0279	378	40	36	25	14	1	234	258	9	31	8.3	21.2
sp|Q00828|RAPA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0033	378	40	36	25	14	1	234	258	9	31	8.3	21.2
sp|Q7AKI9|WHID_STRCO	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0026	112	1032	41.176	34	18	1	79	110	37	70	8.3	21.2
sp|O34800|SP2SB_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0019	56	861	54.545	11	5	0	2	12	393	403	8.3	19.2
sp|P08874|ABRB_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0168	96	134	42.308	26	15	0	21	46	87	112	8.3	20.4
sp|Q7WY77|PXPC_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0270	335	125	36.667	30	19	0	48	77	18	47	8.3	22.7
sp|Q97L63|SPLB_CLOAB	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0084	336	405	27.049	122	65	7	113	215	175	291	8.3	23.1
sp|A7GUR8|GPMI_BACCN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0212	509	181	40	25	15	0	312	336	72	96	8.3	23.5
sp|C0H3P8|YTRH_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0014	113	119	16.364	55	46	0	48	102	4	58	8.3	20.8
sp|L8EBJ9|MCIZ_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0187	40	1274	36.842	19	12	0	20	38	1065	1083	8.3	18.5
sp|P00783|SUBT_BACSA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	381	264	35.294	17	11	0	340	356	175	191	8.3	23.5
sp|P0A366|CR1AA_BACTK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0186	1176	885	38.71	31	19	0	549	579	460	490	8.3	25.4
sp|P0A368|CR1AA_BACTE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0186	1176	885	38.71	31	19	0	549	579	460	490	8.3	25.4
sp|P0CY50|COMX_BACIU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0244	58	203	53.846	13	6	0	38	50	38	50	8.3	19.6
sp|P15378|LEP4_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0189	248	667	54.545	11	5	0	34	44	339	349	8.3	22.7
sp|P17869|RPSH_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	218	262	27.083	48	34	1	149	195	76	123	8.3	22.3
sp|P29142|SUBT_GEOSE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	381	264	35.294	17	11	0	340	356	175	191	8.3	23.5
sp|P29142|SUBT_GEOSE	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0153	381	1087	34.783	23	15	0	81	103	585	607	8.3	23.5
sp|P39800|XLYA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	297	229	34.783	23	15	0	98	120	8	30	8.3	22.7
sp|P41371|SAS0_CLOPE	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0110	60	351	29.268	41	29	0	20	60	271	311	8.3	19.6
sp|P52941|SP0A_MOOTA	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0153	256	286	29.565	115	65	6	113	223	32	134	8.3	22.7
sp|P55340|ECSB_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0019	408	861	54.545	11	5	0	146	156	55	65	8.3	23.9
sp|Q03745|CR1EB_BACTA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0131	1174	163	27.907	43	29	1	228	268	23	65	8.3	24.6
sp|Q8RAA8|SP2AB_CALS4	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0184	143	504	21.739	69	42	2	65	121	61	129	8.3	21.6
sp|A4IKT9|HPR_GEOTN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0245	200	286	30	60	39	2	77	136	93	149	8.3	22.3
sp|A4ISB5|SSPH3_GEOTN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0234	65	843	29.412	17	12	0	3	19	603	619	8.3	20
sp|A9VI69|HPR_BACMK	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0175	185	305	44.444	18	10	0	157	174	245	262	8.3	22.3
sp|B7HAY1|SSPN_BACC4	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|B7I057|SSPN_BACC7	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|B7IRQ5|SSPN_BACC2	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|B7ISF6|SSPO_BACC2	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0043	49	98	41.176	17	10	0	29	45	70	86	8.3	18.9
sp|B7JI38|SSPN_BACC0	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|B9IUC1|SSPN_BACCQ	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|C1EN49|SSPN_BACC3	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|C3L9C4|SSPN_BACAC	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|C3P450|SSPN_BACAA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|O06717|GERPE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0106	133	1241	58.333	12	5	0	19	30	53	64	8.3	21.6
sp|O06722|YISI_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0264	56	112	36.842	19	12	0	23	41	25	43	8.3	19.2
sp|O32720|SP2AA_PAEPO	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0025	117	137	42.424	33	17	1	80	110	75	107	8.3	20.8
sp|P13251|SP2D_BACAM	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0327	344	421	30	30	21	0	309	338	357	386	8.3	23.5
sp|P15281|SP3D_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0050	93	100	47.222	36	13	3	15	49	2	32	8.3	20.4
sp|P26764|RPSF_BACLI	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0016	255	248	21.622	37	29	0	132	168	130	166	8.3	22.7
sp|P28015|SP5G_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0132	97	541	38.095	21	13	0	77	97	155	175	8.3	20.8
sp|P31845|SP5AF_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0133	493	245	30.556	36	25	0	343	378	60	95	8.3	23.9
sp|P37470|PTH_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0235	188	227	26.471	68	49	1	76	143	39	105	8.3	21.9
sp|P42063|APPC_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0218	303	235	30.357	56	24	2	211	251	12	67	8.3	23.1
sp|P49784|SP3AG_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0014	229	74	57.143	14	6	0	32	45	14	27	8.3	21.6
sp|P52930|SP0A_BACCE	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0014	150	449	25	84	54	2	44	118	108	191	8.3	21.9
sp|Q186G8|COTA_CLOD6	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0244	305	68	36.364	22	12	1	230	249	21	42	8.3	21.6
sp|Q5KVB2|RACA_GEOKA	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0007	172	308	35.484	31	20	0	32	62	223	253	8.3	21.9
sp|Q5WD36|TLP_SHOC1	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0190	76	125	50	12	6	0	25	36	52	63	8.3	20
sp|Q733M9|SSPN_BACC1	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|Q81AG1|SSPN_BACCR	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|Q81Y87|SSPN_BACAN	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0092	44	281	38.889	18	11	0	11	28	160	177	8.3	18.9
sp|Q9KDL8|CCDA_HALH5	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0104	238	670	31.818	44	29	1	126	169	439	481	8.3	22.7
sp|A7GTL2|SSPI_BACCN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0225	70	118	46.154	26	11	1	34	56	78	103	8.3	19.6
sp|A7Z7F5|SSPI_BACVZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0111	71	894	37.931	29	15	1	2	27	841	869	8.3	20
sp|P94496|CSE60_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0229	60	966	42.857	21	11	1	21	41	808	827	8.3	19.6
sp|Q01368|SP3AB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0239	171	48	29.545	44	29	1	103	146	1	42	8.3	20.4
sp|P04189|SUBT_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	381	264	35.294	17	11	0	340	356	175	191	8.4	23.5
sp|P35835|SUBN_BACNA	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0185	381	378	28.333	60	42	1	114	172	250	309	8.4	23.5
sp|P54507|TASA_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0028	261	1101	34.043	47	21	1	129	175	756	792	8.4	23.1
sp|P10727|SP2AA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0169	117	843	26.23	61	42	2	13	73	360	417	8.4	21.2
sp|P11065|HPR_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0008	203	266	32.075	53	29	2	139	184	194	246	8.4	22.3
sp|P13243|ALF_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0253	285	192	44	25	14	0	54	78	148	172	8.4	22.7
sp|P13243|ALF_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0007	285	192	44	25	14	0	54	78	148	172	8.4	22.7
sp|P27206|SRFAA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0260	3587	131	29.412	85	50	3	2353	2434	33	110	8.4	25.8
sp|Q05523|DACA_GEOSE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0229	452	966	44	25	14	0	387	411	30	54	8.4	23.9
sp|O05102|C17AA_PARBF	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0087	618	470	25.773	97	38	3	556	618	305	401	8.4	24.3
sp|P0A379|CR3AA_BACTT	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0125	644	386	37.5	24	13	1	95	118	276	297	8.4	24.3
sp|P0A380|CR3AA_BACTM	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0125	644	386	37.5	24	13	1	95	118	276	297	8.4	24.3
sp|P0A381|CR3AA_BACTD	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0125	644	386	37.5	24	13	1	95	118	276	297	8.4	24.3
sp|P17557|DHA_GEOSE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0052	372	2285	29.31	58	34	2	269	319	2172	2229	8.4	23.5
sp|P17869|RPSH_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	218	265	21.702	235	133	12	1	211	49	256	8.4	22.3
sp|P26497|SP0J_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0070	282	131	33.333	54	34	1	227	280	53	104	8.4	22.3
sp|P37558|YABP_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0094	100	142	26.829	41	26	1	24	64	76	112	8.4	20.8
sp|P37958|MECA1_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0127	218	310	35.556	45	28	1	70	113	198	242	8.4	22.3
sp|P39650|RSFA_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0016	258	324	29.167	48	29	1	8	50	2	49	8.4	22.7
sp|P52931|SP0A_NIACI	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0016	210	448	25.926	54	38	1	127	178	138	191	8.4	22.3
sp|P52931|SP0A_NIACI	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0014	210	449	31.818	44	30	0	135	178	148	191	8.4	22.3
sp|P52940|SP0A_CLOPA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0020	273	238	61.111	18	5	1	11	28	7	22	8.4	22.7
sp|P56953|CR1CB_BACTG	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0291	1176	336	26.562	64	40	2	252	313	140	198	8.4	25
sp|P58253|SP0A_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0020	281	238	52.174	23	7	2	8	28	2	22	8.4	22.7
