target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
NC_019487.1_Bacillus_phage_SP10_complete_genome_80	Hypothetical							29888	30157				
NC_019487.1_Bacillus_phage_SP10_complete_genome_81	Hypothetical							30142	30438				
NC_019487.1_Bacillus_phage_SP10_complete_genome_82	Hypothetical							30451	30783				
NC_019487.1_Bacillus_phage_SP10_complete_genome_83	Hypothetical							30893	31138				
NC_019487.1_Bacillus_phage_SP10_complete_genome_84	Hypothetical							31217	31351				
NC_019487.1_Bacillus_phage_SP10_complete_genome_85	SPbeta prophage-derived uncharacterized protein YorA	VOG50411	VOG	3.6e-219	725.3			31437	33227	2	595	593	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_86	Hypothetical							33255	33683				
NC_019487.1_Bacillus_phage_SP10_complete_genome_87	Hypothetical							33750	34388				
NC_019487.1_Bacillus_phage_SP10_complete_genome_88	RNA-splicing ligase RtcB, repairs tRNA damage	COG1690	COG	6.2e-117	387.9			34391	35899	19	501	482	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_89	Hypothetical							35900	36115				
NC_019487.1_Bacillus_phage_SP10_complete_genome_90	Hypothetical							36129	36611				
NC_019487.1_Bacillus_phage_SP10_complete_genome_91	Hypothetical							36663	36848				
NC_019487.1_Bacillus_phage_SP10_complete_genome_92	Hypothetical							36892	37089				
NC_019487.1_Bacillus_phage_SP10_complete_genome_93	Deoxycytidylate deaminase	COG2131	COG	1.9e-63	211.8			37215	37640	1	136	135	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_94	Hypothetical							37643	38197				
NC_019487.1_Bacillus_phage_SP10_complete_genome_95	Hypothetical							38194	38376				
NC_019487.1_Bacillus_phage_SP10_complete_genome_96	Hypothetical protein	VOG31717	VOG	5e-41	134.8			38378	38530	1	50	49	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_97	Hypothetical							38532	38768				
NC_019487.1_Bacillus_phage_SP10_complete_genome_98	Hypothetical protein	VOG16779	VOG	9.8e-110	360.6			38770	39270	1	166	165	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_99	Hypothetical							39307	39453				
NC_019487.1_Bacillus_phage_SP10_complete_genome_100	Hypothetical							39586	39864				
NC_019487.1_Bacillus_phage_SP10_complete_genome_101	Hypothetical							40110	40589				
NC_019487.1_Bacillus_phage_SP10_complete_genome_102	Hypothetical							40724	40954				
NC_019487.1_Bacillus_phage_SP10_complete_genome_103	Hypothetical							41065	41634				
NC_019487.1_Bacillus_phage_SP10_complete_genome_104	hypothetical	phrog_13160	PHROG	3.3e-36	120.6			41683	42057	5	121	116	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_105	Hypothetical							42128	42301				
NC_019487.1_Bacillus_phage_SP10_complete_genome_106	Hypothetical							42402	43031				
NC_019487.1_Bacillus_phage_SP10_complete_genome_107	Hypothetical							43172	43618				
NC_019487.1_Bacillus_phage_SP10_complete_genome_108	Hypothetical							43736	44233				
NC_019487.1_Bacillus_phage_SP10_complete_genome_109	Hypothetical							44212	44337				
NC_019487.1_Bacillus_phage_SP10_complete_genome_110	Hypothetical							44499	45188				
NC_019487.1_Bacillus_phage_SP10_complete_genome_111	Hypothetical							45166	45468				
NC_019487.1_Bacillus_phage_SP10_complete_genome_112	Hypothetical							45480	45962				
NC_019487.1_Bacillus_phage_SP10_complete_genome_113	Hypothetical							45959	46270				
NC_019487.1_Bacillus_phage_SP10_complete_genome_114	Hypothetical							46282	46425				
NC_019487.1_Bacillus_phage_SP10_complete_genome_115	Hypothetical							46519	46758				
NC_019487.1_Bacillus_phage_SP10_complete_genome_116	Hypothetical							46748	47056				
NC_019487.1_Bacillus_phage_SP10_complete_genome_117	Hypothetical							47056	47193				
NC_019487.1_Bacillus_phage_SP10_complete_genome_118	Hypothetical							47190	47336				
NC_019487.1_Bacillus_phage_SP10_complete_genome_119	Hypothetical							47367	47735				
NC_019487.1_Bacillus_phage_SP10_complete_genome_120	Hypothetical							47782	48084				
NC_019487.1_Bacillus_phage_SP10_complete_genome_121	terminase large subunit	phrog_675	PHROG	6.5e-198	655.1			48176	49816	7	544	537	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_122	RNA polymerase sigma-F factor	VOG08722	VOG	1.1e-54	182.3			49881	50591	13	227	214	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_123	Hypothetical							50591	51046				
NC_019487.1_Bacillus_phage_SP10_complete_genome_124	Hypothetical							51133	51528				
NC_019487.1_Bacillus_phage_SP10_complete_genome_125	Hypothetical							51602	51823				
NC_019487.1_Bacillus_phage_SP10_complete_genome_126	Hypothetical protein	VOG35719	VOG	3.5e-57	190.3			51913	52764	1	282	281	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_127	Hypothetical							52858	53040				
NC_019487.1_Bacillus_phage_SP10_complete_genome_128	DNA helicase	VOG63531	VOG	0.0	1477.5			53343	55559	1	727	726	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_129	Hypothetical							55609	55788				
NC_019487.1_Bacillus_phage_SP10_complete_genome_130	Hypothetical protein	VOG25152	VOG	1.8e-49	162.5			56089	56361	1	90	89	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_131	holin	pVOG0054	PVOG	2.6e-31	105.5			56417	56710	1	96	95	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_132	Hypothetical							56769	57086				
NC_019487.1_Bacillus_phage_SP10_complete_genome_133	Endolysin	VOG71023	VOG	1.3e-62	207.9			57222	57932	1	137	136	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_134	hypothetical protein	pVOG9629	PVOG	5.6e-130	429.1			57955	58779	1	274	273	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_135	peptidase	phrog_20590	PHROG	3.6e-119	393.1			58794	59531	1	240	239	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_136	Hypothetical protein	VOG00894	VOG	3.9e-40	132.6			59533	59739	1	68	67	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_137	PhoH-like protein	VOG03338	VOG	4.9e-55	183.8			59880	60530	18	216	198	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_138	Hypothetical							60541	60753				
NC_019487.1_Bacillus_phage_SP10_complete_genome_139	Hypothetical							60837	61697				
NC_019487.1_Bacillus_phage_SP10_complete_genome_140	portal protein	pVOG4556	PVOG	7.3e-91	301.3			61710	63464	62	542	480	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_141	Head maturation protease	VOG65212	VOG	9.1e-147	485.4			63559	64302	1	247	246	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_142	Hypothetical							64321	64983				
NC_019487.1_Bacillus_phage_SP10_complete_genome_143	Putative major capsid protein	VOG02554	VOG	2.2e-160	530.8			65000	66412	16	466	450	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_144	Hypothetical							66515	66808				
NC_019487.1_Bacillus_phage_SP10_complete_genome_145	Tail fiber protein	VOG14029	VOG	1.2e-91	303.6			66822	67595	4	256	252	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_146	virion structural protein	phrog_1004	PHROG	9.8e-66	218.2			67597	68313	11	230	219	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_147	hypothetical	phrog_16819	PHROG	3.4e-110	363.8			68300	69031	1	243	242	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_148	hypothetical	phrog_1000	PHROG	7.8e-59	195.8			68973	69869	22	296	274	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_149	hypothetical	phrog_1151	PHROG	3.8e-20	68.6			69872	70078	1	67	66	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_150	Putative tail sheath protein	VOG18563	VOG	1.4e-206	683.6			70093	71802	6	567	561	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_151	Virion protein 5	VOG55687	VOG	1.3e-65	215.8			71823	72248	1	140	139	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_152	Hypothetical protein	VOG23806	VOG	1.8e-71	235.2			72312	72701	1	129	128	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_153	Hypothetical							72769	73116				
NC_019487.1_Bacillus_phage_SP10_complete_genome_154	tail protein with lysin activity	phrog_13572	PHROG	0.0	1137.8			73116	76019	1	965	964	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_155	tail protein with lysin activity	pVOG11087	PVOG	0.0	1252.6			76019	77797	1	592	591	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_156	tail fiber protein	phrog_14236	PHROG	2.1e-184	609.3			77810	78940	1	376	375	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_157	Virion structural protein	VOG65311	VOG	6.7e-249	822.1			78953	80128	1	391	390	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_158	baseplate protein	phrog_975	PHROG	3.7e-70	232.2			80121	80813	1	229	228	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_159	baseplate protein	pVOG4691	PVOG	6.3e-72	239.2			80804	81859	2	348	346	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_160	Tail protein	VOG16517	VOG	4.2e-138	456.4			81869	82621	1	250	249	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_161	Hypothetical							82637	82975				
NC_019487.1_Bacillus_phage_SP10_complete_genome_162	virion structural protein	phrog_1394	PHROG	5.9e-57	189.0			83079	83606	1	175	174	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_163	hypothetical	phrog_877	PHROG	0.0	1394.1			83618	86974	1	1117	1116	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_164	Hypothetical							87055	87246				
NC_019487.1_Bacillus_phage_SP10_complete_genome_165	tail protein	phrog_21973	PHROG	1.5e-125	223.3			87255	91757	228	540	312	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_166	Hypothetical							91759	91974				
NC_019487.1_Bacillus_phage_SP10_complete_genome_167	DNA helicase	VOG49055	VOG	3.5e-115	228.3			92287	93999	319	566	247	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_168	hypothetical protein	pVOG7233	PVOG	1.3e-136	450.5			94130	95350	1	402	401	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_169	DnaB-like replicative helicase	phrog_19	PHROG	3e-91	302.9			95406	96860	7	458	451	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_170	unannotated protein	pVOG4575	PVOG	3.6e-75	250.1			96864	97922	1	351	350	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_171	Exonuclease subunit 2	VOG14822	VOG	5.6e-138	457.8			97922	99925	1	664	663	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_172	Hypothetical							99942	100190				
NC_019487.1_Bacillus_phage_SP10_complete_genome_173	DNA primase	phrog_47	PHROG	5.6e-55	183.7			100197	101201	18	330	312	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_174	dUTPase	phrog_135	PHROG	8e-35	116.3			101215	101826	59	201	142	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_175	hypothetical	phrog_21408	PHROG	1.8e-43	143.5			101801	102163	10	113	103	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_176	Protein D14	VOG18492	VOG	2.7e-50	167.3			102126	102668	5	178	173	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_177	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase	COG1780	COG	1.2e-44	149.5			102816	103184	1	117	116	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_178	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	TIGR04170	TIGRFAM	0.0	1118.5		nrdE	103181	105283	9	700	691	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_179	ribonucleotide-diphosphate reductase subunit beta	PRK09614.1-2	PGAP	2e-154	509.7			105280	106383	42	363	321	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_180	transcriptional regulator	phrog_13880	PHROG	6.6e-90	297.2			106698	107354	1	214	213	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_181	Hypothetical							107436	107645				
NC_019487.1_Bacillus_phage_SP10_complete_genome_182	Hypothetical							107642	108028				
NC_019487.1_Bacillus_phage_SP10_complete_genome_183	Hypothetical							107979	108209				
NC_019487.1_Bacillus_phage_SP10_complete_genome_184	Hypothetical protein	VOG27491	VOG	1.3e-40	133.6			108212	108454	1	80	79	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_185	RNA polymerase sigma GP28 factor	VOG31550	VOG	4.2e-102	337.3			108488	109126	1	212	211	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_186	hypothetical protein	pVOG7032	PVOG	3.9e-73	241.3			109120	109635	1	168	167	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_187	Hypothetical							109651	112341				
NC_019487.1_Bacillus_phage_SP10_complete_genome_188	5-hmdU DNA kinase	VOG37574	VOG	9.9e-86	284.5			112382	114295	281	635	354	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_189	hypothetical protein	pVOG7906	PVOG	4.1e-44	145.4			114324	114692	7	106	99	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_190	thymidylate synthase	phrog_5131	PHROG	3.6e-132	437.4			114827	115975	1	373	372	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_191	hypothetical protein	pVOG7033	PVOG	5.9e-60	193.6			115988	116437	1	149	148	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_192	DNA binding protein	phrog_379	PHROG	2.7e-28	95.0			116537	116857	5	100	95	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_193	DNA polymerase	VOG15635	VOG	3.6e-183	608.0			116962	119646	8	892	884	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_194	Hypothetical protein	VOG15659	VOG	8.6e-33	108.1			119893	120063	1	55	54	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_195	hypothetical	phrog_1069	PHROG	1e-50	168.6			120205	120723	1	169	168	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_196	single strand DNA binding protein	phrog_1192	PHROG	9.8e-68	225.4			120877	121905	1	331	330	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_197	Recombination protein RecA	K03553	KOFam_all_KEGG	3.6e-102	339.9		recA	121959	123002	37	342	305	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_198	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	COG0258	COG	1.2e-63	208.4			123113	124078	3	315	312	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_199	Hypothetical							124094	124558				
NC_019487.1_Bacillus_phage_SP10_complete_genome_200	DNA ligase	VOG49277	VOG	3.8e-102	339.4			124569	125840	5	423	418	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_201	hypothetical protein	pVOG6523	PVOG	1.6e-44	146.9			125858	126187	1	109	108	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_202	RNA polymerase sigma factor	phrog_1025	PHROG	4.7e-49	163.6			126180	126725	1	178	177	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_203	Hypothetical							127050	127148				
NC_019487.1_Bacillus_phage_SP10_complete_genome_204	hypothetical	phrog_5422	PHROG	4.5e-29	98.2			127145	127555	1	135	134	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_205	Hypothetical							127673	128017				
NC_019487.1_Bacillus_phage_SP10_complete_genome_206	hypothetical protein	pVOG0100	PVOG	2.1e-279	925.8			128010	130541	3	837	834	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_207	Hypothetical							130681	131052				
NC_019487.1_Bacillus_phage_SP10_complete_genome_208	Hypothetical							131042	131515				
NC_019487.1_Bacillus_phage_SP10_complete_genome_209	hypothetical protein	pVOG5720	PVOG	2.3e-113	376.2			131607	132695	1	356	355	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_210	hypothetical protein	pVOG5860	PVOG	3.1e-60	199.7			132773	133321	1	177	176	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_211	Hypothetical							133341	133643				
NC_019487.1_Bacillus_phage_SP10_complete_genome_212	hypothetical protein	pVOG0101	PVOG	2.5e-84	278.3			133633	134253	2	204	202	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_213	Hypothetical							134250	134528				
NC_019487.1_Bacillus_phage_SP10_complete_genome_214	Hypothetical							134629	134934				
NC_019487.1_Bacillus_phage_SP10_complete_genome_215	Hypothetical							134985	135209				
NC_019487.1_Bacillus_phage_SP10_complete_genome_216	Hypothetical protein	VOG35985	VOG	2.3e-68	222.2			135221	135832	1	192	191	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_217	hypothetical protein	pVOG6512	PVOG	6.9e-41	134.7			135829	136116	4	94	90	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_218	SPbeta prophage-derived uncharacterized protein YosH	VOG33465	VOG	8.6e-40	132.0			136525	136800	1	91	90	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_219	Hypothetical							136818	137069				
NC_019487.1_Bacillus_phage_SP10_complete_genome_220	metal-dependent hydrolase	pVOG5148	PVOG	5.2e-113	372.9			137066	138019	3	244	241	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_221	hypothetical	phrog_4182	PHROG	1.9e-60	200.5			138003	138473	2	154	152	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_222	Hypothetical protein	VOG17377	VOG	2.1e-52	171.9			138486	138764	1	92	91	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_223	Hypothetical							138766	138942				
NC_019487.1_Bacillus_phage_SP10_complete_genome_224	Hypothetical							138923	139330				
NC_019487.1_Bacillus_phage_SP10_complete_genome_225	Hypothetical							139333	139605				
NC_019487.1_Bacillus_phage_SP10_complete_genome_226	Hypothetical							139617	139934				
NC_019487.1_Bacillus_phage_SP10_complete_genome_227	hypothetical	phrog_18527	PHROG	2.9e-27	91.3			139918	140148	1	68	67	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_228	Hypothetical							140231	140572				
NC_019487.1_Bacillus_phage_SP10_complete_genome_229	Hypothetical							140547	140999				
NC_019487.1_Bacillus_phage_SP10_complete_genome_230	Hypothetical							141005	141199				
NC_019487.1_Bacillus_phage_SP10_complete_genome_231	Hypothetical protein	VOG01056	VOG	1.7e-38	126.7			141199	141372	1	57	56	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_232	Hypothetical							141386	141601				
NC_019487.1_Bacillus_phage_SP10_complete_genome_233	Putative ankyrin repeat protein FPV230	VOG62927	VOG	5.3e-71	234.7			141601	142020	1	139	138	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_234	Hypothetical							142022	142360				
NC_019487.1_Bacillus_phage_SP10_complete_genome_235	Hypothetical							142364	142510				
NC_019487.1_Bacillus_phage_SP10_complete_genome_236	Hypothetical protein	VOG37120	VOG	2.1e-55	181.8			142513	142794	1	93	92	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_237	Hypothetical protein	VOG09967	VOG	1.1e-45	150.7			142860	143123	1	87	86	101
NC_019487.1_Bacillus_phage_SP10_complete_genome_238	Hypothetical							143123	143293				
NC_019487.1_Bacillus_phage_SP10_complete_genome_239	hypothetical	phrog_19982	PHROG	1.4e-40	129.1			143283	143774	37	159	122	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_1	hypothetical	phrog_17904	PHROG	4.4e-71	232.0			125	430	1	101	100	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_2	unannotated protein	pVOG0043	PVOG	1.1e-70	231.7			402	1082	4	216	212	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_3	Hypothetical protein	VOG06678	VOG	2.5e-65	213.1			1103	1393	1	96	95	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_4	Hypothetical protein	VOG07557	VOG	2.1e-49	162.1			1514	1708	1	64	63	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_5	Putative gene 38 protein	VOG12547	VOG	1.7e-115	379.9			1920	2492	1	190	189	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_6	Putative gene 39 protein	VOG32631	VOG	3e-169	557.3			2483	3250	1	255	254	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_7	hypothetical	phrog_17555	PHROG	3.1e-242	799.2			3252	4304	1	350	349	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_8	Putative gene 41 protein	VOG37900	VOG	8.4e-113	369.9			4487	4951	1	154	153	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_9	Putative gene 42 protein	VOG09254	VOG	1.5e-64	210.9			5078	5344	1	88	87	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_10	hypothetical	phrog_23541	PHROG	9.2e-64	208.0			5450	5722	1	90	89	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_11	E3 protein	VOG63488	VOG	1.8e-152	502.3			5889	6602	1	237	236	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_12	Putative gene 45 protein	VOG46451	VOG	2.4e-67	220.1			6814	7113	1	99	98	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_13	hypothetical protein	pVOG7009	PVOG	1.5e-35	117.8			7212	7445	1	76	75	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_14	hypothetical	phrog_17077	PHROG	3e-60	197.2			7571	7855	1	94	93	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_15	Putative gene 48 protein	VOG03472	VOG	1.2e-87	286.9			7994	8374	1	126	125	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_16	Putative gene 49 protein	VOG38903	VOG	1.5e-81	266.9			8378	8731	1	117	116	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_17	Putative gene 51 protein	VOG03532	VOG	8e-81	265.6			9025	9420	1	131	130	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_18	Putative gene 52 protein	VOG31050	VOG	4e-93	306.4			9603	10079	1	158	157	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_19	Putative gene 53 protein	VOG36861	VOG	1.5e-150	495.3			10202	10867	1	221	220	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_20	hypothetical	phrog_27002	PHROG	2.9e-39	129.4			10870	11010	1	46	45	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_21	Inhibitor of host cell division protein	VOG25513	VOG	6.7e-59	192.4			11537	11776	1	79	78	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_22	hypothetical	phrog_17224	PHROG	2.6e-78	255.9			11852	12310	40	152	112	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_23	hypothetical	phrog_17811	PHROG	4.9e-47	154.6			12527	12697	1	56	55	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_24	hypothetical	phrog_17758	PHROG	4.1e-53	174.0			12794	13015	1	73	72	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_25	hypothetical	phrog_26079	PHROG	1.4e-62	204.3			13504	13767	1	87	86	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_26	Gp0.12	VOG65162	VOG	2.3e-258	852.5			13865	14953	1	362	361	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_27	Gp0.21	VOG20468	VOG	4.7e-109	357.8			14950	15411	1	153	152	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_28	Gp0.22	VOG14808	VOG	3.1e-71	232.6			15425	15733	1	102	101	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_29	Gp0.31	VOG30381	VOG	2.9e-70	229.8			15822	16124	1	100	99	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_30	Gp0.32	VOG52468	VOG	2.2e-68	223.3			16138	16422	1	94	93	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_31	Hypothetical protein	VOG57693	VOG	1.6e-46	153.4			16435	16689	1	84	83	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_32	Gp0.42	VOG21383	VOG	1.4e-64	211.0			16686	16970	1	94	93	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_33	Gp0.5	VOG53457	VOG	1.1e-71	233.8			16986	17291	1	101	100	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_34	hypothetical	phrog_20766	PHROG	5.5e-71	232.7			17362	17721	1	119	118	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_35	hypothetical	phrog_27047	PHROG	7.4e-69	225.1			17705	18013	1	102	101	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_36	Hypothetical							18006	18377				
NC_011421.1_Bacillus_phage_SPO1_complete_genome_37	Gp0.9	VOG00452	VOG	3.3e-62	203.3			18390	18659	1	89	88	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_38	hypothetical	phrog_23006	PHROG	1.2e-69	227.7			18646	18951	1	101	100	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_39	Gene 64 protein	VOG47755	VOG	8.8e-59	193.5			18981	19382	1	128	127	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_40	hypothetical protein	pVOG4731	PVOG	2.8e-20	68.9			19399	19689	1	94	93	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_41	Gp1.4	VOG63670	VOG	4.6e-65	207.7			19751	20062	1	103	102	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_42	hypothetical	phrog_12193	PHROG	7.1e-120	394.7			20131	20853	1	217	216	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_43	hypothetical	phrog_19675	PHROG	3.8e-52	170.8			20819	21067	1	82	81	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_44	Gp1.7	VOG46079	VOG	4.4e-99	324.7			21118	21537	1	139	138	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_45	Gp1.8	VOG49027	VOG	6.8e-57	186.1			21521	21757	4	78	74	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_46	Hypothetical protein	VOG01686	VOG	5.1e-94	309.3			21803	22285	1	160	159	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_47	Gp2	VOG13019	VOG	2.4e-134	441.4			22344	22916	1	190	189	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_48	terminase large subunit	phrog_675	PHROG	6.3e-198	655.1			22984	24627	1	544	543	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_49	ParB-like partition nuclease	phrog_26754	PHROG	3.2e-148	487.6			24642	25265	1	207	206	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_50	RNA polymerase sigma-F factor	VOG08722	VOG	9.2e-41	88.0			25354	26049	4	124	120	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_51	Hypothetical protein	VOG28682	VOG	2.4e-55	182.4			26115	26477	4	117	113	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_52	hypothetical	phrog_24732	PHROG	1.2e-219	724.3			26602	27546	1	314	313	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_53	hypothetical	phrog_14029	PHROG	3.7e-240	795.2			29328	30641	4	437	433	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_54	Tail spike protein	VOG19234	VOG	1.3e-50	166.0			30659	30856	1	65	64	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_55	Tail spike protein	VOG68367	VOG	2.3e-274	819.6			30928	32373	66	481	415	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_56	PhoH-like protein	VOG03338	VOG	2.8e-59	197.9			33205	34101	5	297	292	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_57	Hypothetical protein	VOG10133	VOG	7.5e-39	128.0			34196	34369	1	57	56	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_58	peptidase	phrog_20590	PHROG	3.1e-147	485.0			34369	35100	1	243	242	101
NC_011421.1_Bacillus_phage_SPO1_complete_genome_59	ribonucleoside-diphosphate reductase subunit alpha	PRK09209.1	PGAP	0.0	1028.6			35256	37526	22	755	733	101
