"","final_gene","phage","mmseqs_qseqid","sporulation_hit","Host","Description"
"106399","K04763","OK896991","OK896991_5","sporulation_gene","Geobacillus","Geobacillus phage GR1"
"106400","K04763","OL580764","OL580764_81","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe14"
"106401","K04763","OL580764","OL580764_28","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe14"
"106402","K04763","OM112210","OM112210_3","sporulation_gene","Bacillus","Bacillus phage PK2"
"106403","K04763","OM236515","OM236515_51","sporulation_gene","Bacillus","Bacillus phage SPR"
"106404","K04763","OM236516","OM236516_177","sporulation_gene","Bacillus","Bacillus phage FADO"
"106405","K04763","OM236516","OM236516_147","sporulation_gene","Bacillus","Bacillus phage FADO"
"106406","K04763","OM634653","OM634653_23","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02"
"106407","K04763","OM634653","OM634653_52","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02"
"106408","K04763","OM654379","OM654379_102","sporulation_gene","Bacillus","Bacillus phage vB_BauS_KLEB27-1"
"106409","K04763","OM654379","OM654379_31","sporulation_gene","Bacillus","Bacillus phage vB_BauS_KLEB27-1"
"106410","K04763","OR397123","OR397123_44","sporulation_gene","Clostridioides","Clostridioides phage AR1074-1"
"106411","K04763","ON107264","ON107264_29","sporulation_gene","Bacillus","Bacillus phage BUCT083"
"106412","K04763","OR397124","OR397124_53","sporulation_gene","Clostridioides","Clostridioides phage AR1086-1"
"106413","K04763","OQ921344","OQ921344_124","sporulation_gene","Bacillus","Bacillus phage SPbetaL4"
"106414","K04763","OQ921344","OQ921344_68","sporulation_gene","Bacillus","Bacillus phage SPbetaL4"
"106415","K04763","OQ921345","OQ921345_125","sporulation_gene","Bacillus","Bacillus phage SPbetaL5"
"106416","K04763","OQ921346","OQ921346_129","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"106417","K04763","OQ921346","OQ921346_72","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"106418","K04763","OQ921347","OQ921347_128","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"106419","K04763","OQ921347","OQ921347_72","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"106420","K04763","OQ921348","OQ921348_72","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"106421","K04763","OQ921348","OQ921348_120","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"106422","K04763","OR208547","OR208547_33","sporulation_gene","Bacillus","Bacillus phage phi18-2"
"106423","K04763","OR208547","OR208547_2","sporulation_gene","Bacillus","Bacillus phage phi18-2"
"106424","K04763","OR509662","OR509662_14","sporulation_gene","Bacillus","Bacillus phage vB_BanS-A16R4"
"106425","K04763","OR602862","OR602862_79","sporulation_gene","Moorella","Moorella phage MTATph1"
"106426","K04763","OR602863","OR602863_32","sporulation_gene","Moorella","Moorella phage MCACPph1"
"106427","K07074","OP172811","OP172811_29","sporulation_gene","Lysinibacillus","Lysinibacillus phage LC76P1"
"106428","K07074","OP628075","OP628075_99","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106429","K04763","PP197248","PP197248_56","sporulation_gene","Acetoanaerobium","Acetoanaerobium phage ANDSL2_ph1"
"106430","K04763","PP526178","PP526178_26","sporulation_gene","Bacillus","Bacillus phage phi3T"
"106431","K04763","PP526178","PP526178_83","sporulation_gene","Bacillus","Bacillus phage phi3T"
"106432","K04763","PP526179","PP526179_28","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"106433","K07074","PP003747","PP003747_128","sporulation_gene","Bacillus","Bacillus phage Z3"
"106434","K07074","PP579742","PP579742_196","sporulation_gene","Bacillus","Bacillus phage KKP_4047"
"106435","K07074","PP468604","PP468604_168","sporulation_gene","Bacillus","Bacillus phage BvP"
"106436","K07074","PP626411","PP626411_187","sporulation_gene","Bacillus","Bacillus phage fHSPT3"
"106437","K07074","PP579744","PP579744_197","sporulation_gene","Bacillus","Bacillus phage KKP_4049"
"106438","K07074","MH707436","MH707436_38","sporulation_gene","Bacillus","Bacillus phage BSP36"
"106439","K04763","OP172811","OP172811_1","sporulation_gene","Lysinibacillus","Lysinibacillus phage LC76P1"
"106440","K07074","MN013089","MN013089_173","sporulation_gene","Bacillus","Bacillus phage vB_BspM_MarvelLand"
"106441","K07074","MN043729","MN043729_36","sporulation_gene","Bacillus","Bacillus phage vB_BmeM-Goe8"
"106442","K07074","MN043730","MN043730_35","sporulation_gene","Bacillus","Bacillus phage vB_BveM-Goe7"
"106443","K07074","MN150686","MN150686_112","sporulation_gene","Bacillus","Bacillus phage BC-T25"
"106444","K07074","MW354667","MW354667_23","sporulation_gene","Bacillus","Bacillus phage BSTP3"
"106445","K07074","MW419084","MW419084_212","sporulation_gene","Bacillus","Bacillus phage 000TH008"
"106446","K07074","MW419085","MW419085_211","sporulation_gene","Bacillus","Bacillus phage 000TH009"
"106447","K07074","MW419086","MW419086_201","sporulation_gene","Bacillus","Bacillus phage 015DV002"
"106448","K07074","KJ676859","KJ676859_155","sporulation_gene","Bacillus","Bacillus phage JBP901"
"106449","K07074","KM236245","KM236245_197","sporulation_gene","Bacillus","Bacillus phage Mater"
"106450","K06217","AB605730","AB605730_137","sporulation_gene","Bacillus","Bacillus phage SP-10"
"106451","K06217","JN797797","JN797797_18","sporulation_gene","Bacillus","Bacillus phage BCP78"
"106452","K06217","MF418016","MF418016_28","sporulation_gene","Bacillus","Bacillus phage vB_BceM-HSE3"
"106453","K06217","MF765814","MF765814_52","sporulation_gene","Bacillus","Bacillus phage Taffo16"
"106454","K06217","MH487649","MH487649_17","sporulation_gene","Bacillus","Bacillus phage BC01"
"106455","K06217","MN013089","MN013089_19","sporulation_gene","Bacillus","Bacillus phage vB_BspM_MarvelLand"
"106456","K06217","MN038178","MN038178_48","sporulation_gene","Bacillus","Bacillus phage Beyonphe"
"106457","K06217","MN153503","MN153503_47","sporulation_gene","Bacillus","Bacillus phage Chotacabras"
"106458","K06217","MT104122","MT104122_70","sporulation_gene","Sporosarcina","Sporosarcina phage Lietuvens"
"106459","K06217","MT151604","MT151604_48","sporulation_gene","Bacillus","Bacillus phage P59"
"106460","K06217","MT416612","MT416612_96","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"106461","K06217","MW281503","MW281503_45","sporulation_gene","Bacillus","Bacillus phage Anthos"
"106462","K06217","MW787012","MW787012_44","sporulation_gene","Bacillus","Bacillus phage SWEP1"
"106463","K06217","NC_018860","NC_018860_18","sporulation_gene","Bacillus","Bacillus phage BCP78"
"106464","K06217","NC_019487","NC_019487_137","sporulation_gene","Bacillus","Bacillus phage SP-10"
"106465","K06217","NC_022088","NC_022088_54","sporulation_gene","Bacillus","Bacillus phage Troll"
"106466","K06217","NC_022769","NC_022769_53","sporulation_gene","Bacillus","Bacillus phage BigBertha"
"106467","K06217","NC_024788","NC_024788_51","sporulation_gene","Bacillus","Bacillus phage Riley"
"106468","K06217","NC_028887","NC_028887_49","sporulation_gene","Bacillus","Bacillus phage AvesoBmore"
"106469","K06217","NC_028890","NC_028890_35","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"106470","K06217","NC_030920","NC_030920_28","sporulation_gene","Bacillus","Bacillus phage Eldridge"
"106471","K06217","NC_031100","NC_031100_51","sporulation_gene","Bacillus","Bacillus phage Phrodo"
"106472","K06217","NC_047735","NC_047735_11","sporulation_gene","Bacillus","Bacillus phage BCU4"
"106473","K06217","OK499976","OK499976_49","sporulation_gene","Bacillus","Bacillus phage vB_BanH_JarJar"
"106474","K06217","OK499977","OK499977_32","sporulation_gene","Bacillus","Bacillus phage vB_BanH_Emiliahah"
"106475","K06217","OK499983","OK499983_31","sporulation_gene","Bacillus","Bacillus phage vB_BanH_McCartney"
"106476","K06217","OK499990","OK499990_48","sporulation_gene","Bacillus","Bacillus phage vB_BanH_RonSwanson"
"106477","K06217","OM350011","OM350011_52","sporulation_gene","Bacillus","Bacillus phage BillyBob"
"106478","K06217","OM728296","OM728296_94","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe26"
"106479","K06217","OM743306","OM743306_42","sporulation_gene","Bacillus","Bacillus phage vB_BcgM"
"106480","K06217","OP380492","OP380492_104","sporulation_gene","Bacillus","Bacillus phage Nachito"
"106481","K06217","OP628075","OP628075_223","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106482","K06217","OP628076","OP628076_91","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106483","K06217","PQ217617","PQ217617_51","sporulation_gene","Bacillus","Bacillus phage Atlee"
"106484","K06419","PP965177","PP965177_90","sporulation_gene","Bacillus","Bacillus phage KoopaTroopa"
"106485","K06420","KY030782","KY030782_162","sporulation_gene","Bacillus","Bacillus phage phi3T"
"106486","K06420","LC805024","LC805024_75","sporulation_gene","Bacillus","Bacillus phage phiBsKO1-1"
"106487","K06420","MT366945","MT366945_160","sporulation_gene","Bacillus","Bacillus phage phi3Ts"
"106488","K06420","AF020713","AF020713_170","sporulation_gene","Bacillus","Bacillus phage SPBc2"
"106489","K06420","MT366947","MT366947_164","sporulation_gene","Bacillus","Bacillus phage Hyb2phi3Ts-SPbeta"
"106490","K06420","MT366948","MT366948_160","sporulation_gene","Bacillus","Bacillus phage Hyb3phi3Ts-SPbeta"
"106491","K06420","MT601272","MT601272_155","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe11"
"106492","K06420","MT366946","MT366946_165","sporulation_gene","Bacillus","Bacillus phage Hyb1phi3Ts-SPbeta"
"106493","K06420","OQ921343","OQ921343_35","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"106494","K06420","OQ921345","OQ921345_28","sporulation_gene","Bacillus","Bacillus phage SPbetaL5"
"106495","K06420","OQ921347","OQ921347_28","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"106496","K06420","PP526178","PP526178_161","sporulation_gene","Bacillus","Bacillus phage phi3T"
"106497","K06420","OQ921341","OQ921341_34","sporulation_gene","Bacillus","Bacillus phage SPbetaL1"
"106498","K06420","PP526179","PP526179_163","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"106499","K06420","OQ921342","OQ921342_34","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"106500","K06420","OQ921344","OQ921344_28","sporulation_gene","Bacillus","Bacillus phage SPbetaL4"
"106501","K06420","OQ921346","OQ921346_28","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"106502","K06420","OQ921348","OQ921348_29","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"106503","K06420","MT601274","MT601274_160","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe13"
"106504","K06420","MZ969646","MZ969646_66","sporulation_gene","Bacillus","Bacillus phage BUCT082"
"106505","K06420","NC_001884","NC_001884_170","sporulation_gene","Bacillus","Bacillus phage SPBc2"
"106506","K06420","OM236515","OM236515_7","sporulation_gene","Bacillus","Bacillus phage SPR"
"106507","K06420","OL580764","OL580764_152","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe14"
"106508","K06420","ON107264","ON107264_114","sporulation_gene","Bacillus","Bacillus phage BUCT083"
"106509","K06420","MT601273","MT601273_158","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"106510","K06421","MH707434","MH707434_27","sporulation_gene","Bacillus","Bacillus phage BSP19"
"106511","K06421","MW354669","MW354669_51","sporulation_gene","Bacillus","Bacillus phage BSTP5"
"106512","K06421","MH707430","MH707430_2","sporulation_gene","Bacillus","Bacillus phage BSP7"
"106513","K06421","MW354678","MW354678_14","sporulation_gene","Bacillus","Bacillus phage BSTP12"
"106514","K06421","MW354676","MW354676_21","sporulation_gene","Bacillus","Bacillus phage BSTP8"
"106515","K06421","MW354677","MW354677_41","sporulation_gene","Bacillus","Bacillus phage BSTP10"
"106516","K06881","NC_023719","NC_023719_253","sporulation_gene","Bacillus","Bacillus phage G"
"106517","K06881","JN638751","JN638751_253","sporulation_gene","Bacillus","Bacillus phage G"
"106518","K07038","NC_009760","NC_009760_133","sporulation_gene","Bacillus","Bacillus phage 0305phi8-36"
"106519","K07038","EF583821","EF583821_133","sporulation_gene","Bacillus","Bacillus phage 0305phi8-36"
"106520","K07038","KT624200","KT624200_18","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106521","K07038","MF418016","MF418016_47","sporulation_gene","Bacillus","Bacillus phage vB_BceM-HSE3"
"106522","K07038","NC_031245","NC_031245_18","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106523","K07074","JN797798","JN797798_150","sporulation_gene","Bacillus","Bacillus phage BCU4"
"106524","K07074","JX094431","JX094431_161","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"106525","K07074","KF669652","KF669652_41","sporulation_gene","Bacillus","Bacillus phage Grass"
"106526","K07074","KJ081346","KJ081346_178","sporulation_gene","Bacillus","Bacillus phage BCP8-2"
"106527","K07074","KJ451625","KJ451625_122","sporulation_gene","Bacillus","Bacillus phage Bcp1"
"106528","K07074","KC699836","KC699836_43","sporulation_gene","Bacillus","Bacillus phage SIOphi"
"106529","K07074","AB930182","AB930182_165","sporulation_gene","Bacillus","Bacillus phage SPG24"
"106530","K07074","AP013029","AP013029_45","sporulation_gene","Bacillus","Bacillus phage phiNIT1"
"106531","K07074","JN638751","JN638751_210","sporulation_gene","Bacillus","Bacillus phage G"
"106532","K07074","JN638751","JN638751_210","sporulation_gene","Bacillus","Bacillus phage G"
"106533","K07074","JN712910","JN712910_14","sporulation_gene","Bacillus","Bacillus phage BCD7"
"106534","K07074","JN797797","JN797797_158","sporulation_gene","Bacillus","Bacillus phage BCP78"
"106535","K07074","OM982668","OM982668_70","sporulation_gene","Bacillus","Bacillus phage SBSphiJ1"
"106536","K07074","OM982669","OM982669_71","sporulation_gene","Bacillus","Bacillus phage SBSphiJ2"
"106537","K07074","OM982670","OM982670_70","sporulation_gene","Bacillus","Bacillus phage SBSphiJ3"
"106538","K07074","OM982671","OM982671_68","sporulation_gene","Bacillus","Bacillus phage SBSphiJ4"
"106539","K07074","OM982672","OM982672_67","sporulation_gene","Bacillus","Bacillus phage SBSphiJ5"
"106540","K07074","OM982673","OM982673_69","sporulation_gene","Bacillus","Bacillus phage SBSphiJ6"
"106541","K07074","OM982674","OM982674_69","sporulation_gene","Bacillus","Bacillus phage SBSphiJ7"
"106542","K07074","ON133270","ON133270_130","sporulation_gene","Bacillus","Bacillus phage 2S-4"
"106543","K07074","ON548419","ON548419_137","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax3"
"106544","K07074","PP579743","PP579743_196","sporulation_gene","Bacillus","Bacillus phage KKP_4048"
"106545","K07074","ON881243","ON881243_96","sporulation_gene","Bacillus","Bacillus phage PK-3"
"106546","K07074","PP579745","PP579745_194","sporulation_gene","Bacillus","Bacillus phage KKP_4050"
"106547","K07074","ON975036","ON975036_112","sporulation_gene","Bacillus","Bacillus phage Thurquoise"
"106548","K04763","ON548420","ON548420_19","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax4"
"106549","K04763","ON548421","ON548421_48","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax5"
"106550","K07074","OP628076","OP628076_216","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106551","K07074","OQ846916","OQ846916_69","sporulation_gene","Alicyclobacillus","Alicyclobacillus phage KKP_3916"
"106552","K07074","OR397124","OR397124_119","sporulation_gene","Clostridioides","Clostridioides phage AR1086-1"
"106553","K07074","OR725122","OR725122_69","sporulation_gene","Bacillus","Bacillus phage BC-VP"
"106554","K04763","OP172753","OP172753_85","sporulation_gene","Enterocloster","Enterocloster phage CB457P1"
"106555","K04763","OP172754","OP172754_92","sporulation_gene","Enterocloster","Enterocloster phage CB457P2"
"106556","K04763","OP172755","OP172755_95","sporulation_gene","Enterocloster","Enterocloster phage CB473P1"
"106557","K04763","OP172756","OP172756_92","sporulation_gene","Enterocloster","Enterocloster phage CB473P2"
"106558","K04763","OP172757","OP172757_100","sporulation_gene","Enterocloster","Enterocloster phage CB473P3"
"106559","K04763","PP965177","PP965177_49","sporulation_gene","Bacillus","Bacillus phage KoopaTroopa"
"106560","K04763","NC_019502","NC_019502_28","sporulation_gene","Bacillus","Bacillus phage phIS3501"
"106561","K04763","OQ921343","OQ921343_131","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"106562","K04763","OQ921345","OQ921345_73","sporulation_gene","Bacillus","Bacillus phage SPbetaL5"
"106563","K04763","OQ326496","OQ326496_100","sporulation_gene","Enterocloster","Enterocloster phage PMBT24"
"106564","K04763","OQ436521","OQ436521_60","sporulation_gene","Bacillus","Bacillus phage BSG01"
"106565","K04763","OQ703261","OQ703261_30","sporulation_gene","Clostridioides","Clostridioides phage AR1075-1"
"106566","K04763","OQ846916","OQ846916_33","sporulation_gene","Alicyclobacillus","Alicyclobacillus phage KKP_3916"
"106567","K04763","OQ846916","OQ846916_5","sporulation_gene","Alicyclobacillus","Alicyclobacillus phage KKP_3916"
"106568","K04763","OR820920","OR820920_49","sporulation_gene","Bacillus","Bacillus phage vB_BpuM-ZY1"
"106569","K04763","OR820920","OR820920_49","sporulation_gene","Bacillus","Bacillus phage vB_BpuM-ZY1"
"106570","K04763","NC_028748","NC_028748_20","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106571","K07074","KM236246","KM236246_18","sporulation_gene","Bacillus","Bacillus phage Moonbeam"
"106572","K07074","KP144388","KP144388_173","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106573","K07074","KT151959","KT151959_112","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106574","K07074","KT187252","KT187252_164","sporulation_gene","Bacillus","Bacillus phage PBC6"
"106575","K07074","KT224359","KT224359_109","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"106576","K07074","KT624200","KT624200_303","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106577","K07074","KT995480","KT995480_114","sporulation_gene","Bacillus","Bacillus phage BM15"
"106578","K07074","KU577463","KU577463_134","sporulation_gene","Bacillus","Bacillus phage Deep Blue"
"106579","K07074","KU640380","KU640380_100","sporulation_gene","Bacillus","Bacillus phage Shbh1"
"106580","K07074","KX495186","KX495186_158","sporulation_gene","Bacillus","Bacillus phage PK16"
"106581","K07074","KX961630","KX961630_120","sporulation_gene","Bacillus","Bacillus phage QCM8"
"106582","K07074","KX987999","KX987999_118","sporulation_gene","Bacillus","Bacillus phage BCP12"
"106583","K07074","KY368640","KY368640_33","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe3"
"106584","K07074","LC785692","LC785692_31","sporulation_gene","Bacillus","Bacillus phage CM1"
"106585","K07074","LT960608","LT960608_71","sporulation_gene","Bacillus","Bacillus phage SBSphiJ"
"106586","K07074","MF422185","MF422185_180","sporulation_gene","Bacillus","Bacillus phage BSP10"
"106587","K07074","MG000860","MG000860_173","sporulation_gene","Bacillus","Bacillus phage BSP9"
"106588","K07074","MG602477","MG602477_96","sporulation_gene","Bacillus","Bacillus phage BCP01"
"106589","K07074","NC_024137","NC_024137_122","sporulation_gene","Bacillus","Bacillus phage Bcp1"
"106590","K07074","MH487649","MH487649_168","sporulation_gene","Bacillus","Bacillus phage BC01"
"106591","K07074","MH606185","MH606185_41","sporulation_gene","Bacillus","Bacillus phage BSP38"
"106592","K07074","MH638309","MH638309_114","sporulation_gene","Bacillus","Bacillus phage Hobo"
"106593","K07074","MH638312","MH638312_116","sporulation_gene","Bacillus","Bacillus phage Kioshi"
"106594","K07074","MH707429","MH707429_29","sporulation_gene","Bacillus","Bacillus phage BSP12"
"106595","K07074","MH707431","MH707431_30","sporulation_gene","Bacillus","Bacillus phage BSP14"
"106596","K07074","MH707432","MH707432_26","sporulation_gene","Bacillus","Bacillus phage BSP15"
"106597","K07074","MH707433","MH707433_39","sporulation_gene","Bacillus","Bacillus phage BSP18"
"106598","K07074","MH707435","MH707435_163","sporulation_gene","Bacillus","Bacillus phage BSP21"
"106599","K07074","NC_048652","NC_048652_33","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe3"
"106600","K07074","NC_048726","NC_048726_41","sporulation_gene","Bacillus","Bacillus phage BSP38"
"106601","K07074","NC_048797","NC_048797_36","sporulation_gene","Bacillus","Bacillus phage vB_BmeM-Goe8"
"106602","K07074","NC_071049","NC_071049_201","sporulation_gene","Bacillus","Bacillus phage vB_BcoS-136"
"106603","K07074","NC_071050","NC_071050_112","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02"
"106604","K07074","NC_073050","NC_073050_238","sporulation_gene","Bacillus","Bacillus phage FADO"
"106605","K07074","OK349510","OK349510_187","sporulation_gene","Bacillus","Bacillus phage BM-P1"
"106606","K07074","OK499977","OK499977_109","sporulation_gene","Bacillus","Bacillus phage vB_BanH_Emiliahah"
"106607","K07074","OL964058","OL964058_57","sporulation_gene","Bacillus","Bacillus phage vB_BtM_BMBsp2"
"106608","K07074","OM236516","OM236516_238","sporulation_gene","Bacillus","Bacillus phage FADO"
"106609","K07074","MW419087","MW419087_216","sporulation_gene","Bacillus","Bacillus phage 015DV004"
"106610","K07074","MW749002","MW749002_46","sporulation_gene","Bacillus","Bacillus phage vB_BspH_Mawwa"
"106611","K07074","MW749007","MW749007_43","sporulation_gene","Bacillus","Bacillus phage vB_BspH_TimeGriffin"
"106612","K07074","MZ501260","MZ501260_227","sporulation_gene","Bacillus","Bacillus phage 010DV004"
"106613","K07074","MZ501261","MZ501261_227","sporulation_gene","Bacillus","Bacillus phage 010DV005"
"106614","K07074","MZ501262","MZ501262_232","sporulation_gene","Bacillus","Bacillus phage 035JT004"
"106615","K07074","MZ501263","MZ501263_230","sporulation_gene","Bacillus","Bacillus phage 043JT007"
"106616","K07074","MZ501265","MZ501265_225","sporulation_gene","Bacillus","Bacillus phage 278BB001"
"106617","K07074","OK499983","OK499983_110","sporulation_gene","Bacillus","Bacillus phage vB_BanH_McCartney"
"106618","K07074","NC_018860","NC_018860_158","sporulation_gene","Bacillus","Bacillus phage BCP78"
"106619","K07074","NC_019515","NC_019515_14","sporulation_gene","Bacillus","Bacillus phage BCD7"
"106620","K07074","NC_020873","NC_020873_161","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"106621","K07074","NC_021856","NC_021856_45","sporulation_gene","Bacillus","Bacillus phage phiNIT1"
"106622","K07074","NC_022771","NC_022771_41","sporulation_gene","Bacillus","Bacillus phage Grass"
"106623","K07074","NC_023719","NC_023719_210","sporulation_gene","Bacillus","Bacillus phage G"
"106624","K07074","NC_023719","NC_023719_210","sporulation_gene","Bacillus","Bacillus phage G"
"106625","K07074","NC_027352","NC_027352_155","sporulation_gene","Bacillus","Bacillus phage JBP901"
"106626","K07074","NC_027355","NC_027355_178","sporulation_gene","Bacillus","Bacillus phage BCP8-2"
"106627","K07074","NC_027366","NC_027366_197","sporulation_gene","Bacillus","Bacillus phage Mater"
"106628","K07074","NC_027374","NC_027374_18","sporulation_gene","Bacillus","Bacillus phage Moonbeam"
"106629","K07074","NC_028749","NC_028749_112","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106630","K07074","NC_028890","NC_028890_109","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"106631","K07074","NC_029073","NC_029073_173","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106632","K07074","NC_030903","NC_030903_165","sporulation_gene","Bacillus","Bacillus phage SPG24"
"106633","K07074","NC_030925","NC_030925_100","sporulation_gene","Bacillus","Bacillus phage Shbh1"
"106634","K07074","NC_031056","NC_031056_134","sporulation_gene","Bacillus","Bacillus phage Deep Blue"
"106635","K07074","NC_031245","NC_031245_303","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106636","K07074","NC_042133","NC_042133_43","sporulation_gene","Bacillus","Bacillus phage SIOphi"
"106637","K07074","NC_042140","NC_042140_114","sporulation_gene","Bacillus","Bacillus phage BM15"
"106638","K07074","NC_047735","NC_047735_150","sporulation_gene","Bacillus","Bacillus phage BCU4"
"106639","K07074","OM728301","OM728301_36","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe20"
"106640","K07074","OM728302","OM728302_35","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe24"
"106641","K07074","OM728303","OM728303_37","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe25"
"106642","K07074","OM728304","OM728304_39","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe27"
"106643","K07074","OM728300","OM728300_39","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe17"
"106644","K07074","OM634653","OM634653_112","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02"
"106645","K07074","OM634661","OM634661_178","sporulation_gene","Bacillus","Bacillus phage vB_BauM_KLEB27-3"
"106646","K07095","OP628075","OP628075_92","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106647","K07095","OP628076","OP628076_223","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106648","K07097","KT895374","KT895374_216","sporulation_gene","Bacillus","Bacillus phage vB_BpuM-BpSp"
"106649","K07097","KU878088","KU878088_162","sporulation_gene","Bacillus","Bacillus phage AR9"
"106650","K07097","MF360957","MF360957_46","sporulation_gene","Bacillus","Bacillus phage PBS1"
"106651","K07097","MT416612","MT416612_77","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"106652","K07097","NC_031245","NC_031245_101","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106653","K07097","LC680884","LC680884_79","sporulation_gene","Bacillus","Bacillus phage PBS1"
"106654","K07097","CP069348","CP069348_129","sporulation_gene","Clostridioides","Clostridioides phage pCD1602_4"
"106655","K07097","KT624200","KT624200_101","sporulation_gene","Bacillus","Bacillus phage SP-15"
"106656","K07097","OM728297","OM728297_171","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe21"
"106657","K07097","OP380492","OP380492_86","sporulation_gene","Bacillus","Bacillus phage Nachito"
"106658","K07097","OP628075","OP628075_204","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106659","K07097","OP628076","OP628076_110","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106660","K07097","OR397124","OR397124_99","sporulation_gene","Clostridioides","Clostridioides phage AR1086-1"
"106661","K07097","OR602862","OR602862_141","sporulation_gene","Moorella","Moorella phage MTATph1"
"106662","K07097","MW749006","MW749006_170","sporulation_gene","Bacillus","Bacillus phage vB_BspM_AgentSmith"
"106663","K07097","NC_031039","NC_031039_162","sporulation_gene","Bacillus","Bacillus phage AR9"
"106664","K07097","NC_043027","NC_043027_46","sporulation_gene","Bacillus","Bacillus phage PBS1"
"106665","K07097","MW749003","MW749003_37","sporulation_gene","Bacillus","Bacillus phage vB_BspM_Internexus"
"106666","K07097","OM634661","OM634661_135","sporulation_gene","Bacillus","Bacillus phage vB_BauM_KLEB27-3"
"106667","K04763","ON548419","ON548419_19","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax3"
"106668","K04763","ON548420","ON548420_48","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax4"
"106669","K04763","NC_001884","NC_001884_87","sporulation_gene","Bacillus","Bacillus phage SPBc2"
"106670","K04763","NC_001884","NC_001884_40","sporulation_gene","Bacillus","Bacillus phage SPBc2"
"106671","K04763","ON548421","ON548421_19","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax5"
"106672","K04763","ON699007","ON699007_27","sporulation_gene","Bacillus","Bacillus phage BC-1"
